employer_geo_code,employer_type,employer_num,p_id,p_hh_id,p_cbg_id
450830203012,11,2,49294,0,0
450830203012,11,2,1,606,111
450830203012,11,2,3,794,131
450830203012,11,2,1,291,96
450830203012,11,2,1,341,124
450830203012,11,2,49295,0,0
450830203012,11,2,49296,0,0
450830203012,11,2,49297,0,0
450830203012,11,2,49298,0,0
450830203012,11,2,49299,0,0
450830203012,11,2,2,427,187
450830203012,11,2,49300,0,0
450830203012,11,2,49301,0,0
450830203012,11,2,49302,0,0
450830203012,11,2,1,597,78
450830203012,11,2,1,679,28
450830203012,11,2,1,272,4
450830203012,11,2,49303,0,0
450830203012,11,2,2,839,95
450830203012,11,2,2,182,48
450830203012,11,2,49304,0,0
450830203012,11,2,49305,0,0
450830203012,11,2,2,583,121
450830203012,11,2,49306,0,0
450830203012,11,3,2,207,159
450830203012,11,3,1,236,90
450830203012,11,3,44533,0,0
450830203012,11,3,1,88,8
450830203012,11,3,1,251,178
450830203012,11,3,44534,0,0
450830203012,11,3,5,444,46
450830203012,11,3,1,551,70
450830203012,11,3,44535,0,0
450830203012,11,3,2,344,5
450830203012,11,3,2,598,56
450830203012,11,3,2,72,23
450830203012,11,3,44536,0,0
450830203012,11,3,1,559,10
450830203012,11,3,44537,0,0
450830203012,11,3,1,400,111
450830203012,11,4,1,484,172
450830203012,11,4,1,315,152
450830203012,11,4,1,474,171
450830203012,11,4,1,564,180
450830203012,11,4,2,152,168
450830203012,11,4,1,207,160
450830203012,11,4,1,204,124
450830203012,11,4,2,35,133
450830203012,11,4,43861,0,0
450830203012,11,4,1,325,44
450830203012,11,4,1,356,91
450830203012,11,4,43862,0,0
450830203012,11,4,43863,0,0
450830203012,11,4,43864,0,0
450830203012,11,4,43865,0,0
450830203012,11,4,43866,0,0
450830203012,11,4,43867,0,0
450830203012,11,4,43868,0,0
450830203012,11,4,2,103,180
450830203012,11,4,43869,0,0
450830203012,11,4,2,539,66
450830203012,11,5,43044,0,0
450830203012,11,5,43045,0,0
450830203012,11,5,2,723,3
450830203012,11,5,2,368,157
450830203012,11,5,1,492,55
450830203012,11,5,43046,0,0
450830203012,11,5,2,207,22
450830203012,11,5,43047,0,0
450830203012,11,5,43048,0,0
450830203012,11,5,43049,0,0
450830203012,11,5,43050,0,0
450830203012,11,5,43051,0,0
450830203012,11,5,2,9,180
450830203012,11,5,43052,0,0
450830203012,11,5,1,816,132
450830203012,11,5,1,64,12
450830203012,11,5,43053,0,0
450830203012,11,5,2,802,164
450830203012,11,5,3,613,143
450830203012,11,5,43054,0,0
450830203012,11,5,43055,0,0
450830203012,11,5,2,86,183
450830203012,11,5,2,149,31
450830203012,11,5,43056,0,0
450830203012,11,5,43057,0,0
450830203012,11,5,43058,0,0
450830203012,11,6,1,1515,192
450830203012,11,6,45346,0,0
450830203012,11,6,45347,0,0
450830203012,11,6,1,829,23
450830203012,11,6,2,211,91
450830203012,11,6,1,351,191
450830203012,11,6,45348,0,0
450830203012,11,6,45349,0,0
450830203012,11,6,45350,0,0
450830203012,11,6,1,72,76
450830203012,11,6,2,143,76
450830203012,11,6,45351,0,0
450830203012,11,6,45352,0,0
450830203012,11,6,45353,0,0
450830203012,11,6,1,621,67
450830203012,11,7,43318,0,0
450830203012,11,7,1,31,114
450830203012,11,7,43319,0,0
450830203012,11,7,1,478,184
450830203012,11,7,43320,0,0
450830203012,11,7,2,313,164
450830203012,11,7,1,420,185
450830203012,11,7,1,307,174
450830203012,11,7,4,32,70
450830203012,11,7,43321,0,0
450830203012,11,7,1,66,15
450830203012,11,7,1,169,111
450830203012,11,7,1,329,169
450830203012,11,7,2,690,27
450830203012,11,7,1,470,112
450830203012,11,7,3,355,8
450830203012,11,7,43322,0,0
450830203012,11,7,43323,0,0
450830203012,11,7,2,360,70
450830203012,11,7,1,799,177
450830203012,11,7,1,680,154
450830203012,11,7,43324,0,0
450830203012,11,7,43325,0,0
450830203012,11,7,43326,0,0
450830203012,11,7,2,95,9
450830203012,11,7,1,578,171
450830203012,11,7,43327,0,0
450830203012,11,7,1,458,135
450830203012,11,7,2,47,38
450830203012,11,7,43328,0,0
450830203012,11,7,1,297,38
450830203012,11,7,43329,0,0
450830203012,11,7,43330,0,0
450830203012,11,7,3,291,165
450830203012,11,7,1,169,125
450830203012,11,7,1,172,46
450830203012,11,7,1,114,123
450830203012,11,7,43331,0,0
450830203012,11,7,1,464,67
450830203012,11,7,43332,0,0
450830203012,11,7,43333,0,0
450830203012,11,7,1,31,53
450830203012,11,7,1,21,147
450830203012,11,7,43334,0,0
450830203012,11,7,43335,0,0
450830203012,11,7,43336,0,0
450830203012,11,7,1,151,70
450830203012,11,7,1,248,125
450830203012,11,7,43337,0,0
450830203012,11,7,43338,0,0
450830203012,11,7,2,33,57
450830203012,11,7,1,498,46
450830203012,11,7,3,142,86
450830203012,11,7,1,8,46
450830203012,11,7,43339,0,0
450830203012,11,7,1,23,73
450830203012,11,7,43340,0,0
450830203012,11,7,1,75,77
450830203012,11,7,1,99,136
450830203012,11,7,2,99,32
450830203012,11,7,1,372,12
450830203012,11,7,1,15,43
450830203012,11,7,1,249,135
450830203012,11,7,43341,0,0
450830203012,11,7,2,576,137
450830203012,11,7,43342,0,0
450830203012,11,7,1,184,9
450830203012,11,7,43343,0,0
450830203012,11,7,1,580,8
450830203012,11,7,1,35,16
450830203012,11,7,1,46,149
450830203012,11,7,43344,0,0
450830203012,11,7,43345,0,0
450830203012,11,7,2,2,178
450830203012,11,7,43346,0,0
450830203012,11,7,43347,0,0
450830203012,11,7,43348,0,0
450830203012,11,7,43349,0,0
450830203012,11,7,43350,0,0
450830203012,11,7,43351,0,0
450830203012,11,7,2,60,23
450830203012,11,7,43352,0,0
450830203012,11,7,1,272,72
450830203012,11,7,43353,0,0
450830203012,11,7,43354,0,0
450830203012,11,7,1,695,131
450830203012,11,7,43355,0,0
450830203012,11,7,1,989,137
450830203012,11,7,43356,0,0
450830203012,11,7,1,413,147
450830203012,11,7,1,627,76
450830203012,11,7,1,308,138
450830203012,11,7,43357,0,0
450830203012,11,7,43358,0,0
450830203012,11,7,1,694,71
450830203012,11,7,43359,0,0
450830203012,11,7,1,331,189
450830203012,11,7,43360,0,0
450830203012,11,7,2,415,189
450830203012,11,7,43361,0,0
450830203012,11,7,1,23,37
450830203012,11,7,43362,0,0
450830203012,11,7,1,795,86
450830203012,11,7,1,432,46
450830203012,11,7,2,547,180
450830203012,11,7,1,266,33
450830203012,11,7,43363,0,0
450830203012,11,7,1,42,169
450830203012,11,7,2,60,30
450830203012,11,7,43364,0,0
450830203012,11,7,2,171,180
450830203012,11,7,1,710,76
450830203012,11,7,43365,0,0
450830203012,11,7,43366,0,0
450830203012,11,7,43367,0,0
450830203012,11,7,1,474,169
450830203012,11,7,1,39,166
450830203012,11,7,2,135,23
450830203012,11,7,1,680,111
450830203012,11,7,2,96,177
450830203012,11,7,43368,0,0
450830203012,11,7,1,882,16
450830203012,11,7,2,407,168
450830203012,11,7,43369,0,0
450830203012,11,7,1,227,2
450830203012,11,7,2,115,154
450830203012,11,7,2,259,19
450830203012,11,7,43370,0,0
450830203012,11,7,43371,0,0
450830203012,11,7,1,255,148
450830203012,11,7,1,422,21
450830203012,11,7,1,45,132
450830203012,11,7,1,72,66
450830203012,11,7,1,1288,192
450830203012,11,7,43372,0,0
450830203012,11,7,43373,0,0
450830203012,11,7,1,477,30
450830203012,11,7,3,145,91
450830203012,11,7,43374,0,0
450830203012,11,7,43375,0,0
450830203012,11,7,43376,0,0
450830203012,11,7,3,31,53
450830203012,11,7,2,835,95
450830203012,11,7,43377,0,0
450830203012,11,7,43378,0,0
450830203012,11,7,43379,0,0
450830203012,11,7,1,512,21
450830203012,11,7,1,300,21
450830203012,11,7,1,541,21
450830203012,11,7,43380,0,0
450830203012,11,7,2,217,81
450830203012,11,7,1,425,50
450830203012,11,7,3,70,162
450830203012,11,7,2,461,20
450830203012,11,7,43381,0,0
450830203012,11,7,2,217,4
450830203012,11,7,1,3,76
450830203012,11,7,2,370,125
450830203012,11,7,1,617,46
450830203012,11,7,3,799,161
450830203012,11,7,2,108,78
450830203012,11,7,1,801,71
450830203012,11,7,43382,0,0
450830203012,11,7,2,310,47
450830203012,11,7,43383,0,0
450830203012,11,7,1,144,63
450830203012,11,7,43384,0,0
450830203012,11,7,2,67,181
450830203012,11,7,2,287,76
450830203012,11,7,43385,0,0
450830203012,11,7,43386,0,0
450830203012,11,7,43387,0,0
450830203012,11,7,1,249,115
450830203012,11,7,43388,0,0
450830203012,11,7,1,141,111
450830203012,11,7,3,197,130
450830203012,11,7,2,253,124
450830203012,11,7,43389,0,0
450830203012,11,7,1,507,30
450830203012,11,7,1,5,102
450830203012,11,7,1,344,138
450830203012,11,8,45650,0,0
450830203012,11,8,45651,0,0
450830203012,11,8,2,530,95
450830203012,11,8,45652,0,0
450830203012,11,8,45653,0,0
450830203012,11,8,1,426,87
450830203012,11,8,45654,0,0
450830203012,11,8,45655,0,0
450830203012,11,8,45656,0,0
450830203012,11,9,49334,0,0
450830203012,11,9,49335,0,0
450830203012,11,9,2,727,122
450830203012,11,9,1,500,46
450830203012,11,9,49336,0,0
450830203012,11,9,49337,0,0
450830203012,11,9,2,247,191
450830203012,11,9,1,74,77
450830203012,11,9,49338,0,0
450830203012,11,9,1,463,183
450830203012,11,9,1,469,165
450830203012,11,9,1,413,27
450830203012,11,9,49339,0,0
450830203012,11,9,49340,0,0
450830203012,11,9,1,10,22
450830203012,11,9,49341,0,0
450830203012,11,9,49342,0,0
450830203012,11,9,49343,0,0
450830203012,11,9,49344,0,0
450830203012,11,9,1,479,159
450830203012,11,9,3,1095,137
450830203012,11,9,2,166,1
450830203012,11,9,49345,0,0
450830203012,11,9,49346,0,0
450830203012,11,9,1,163,21
450830203012,11,9,1,195,140
450830203012,11,9,1,277,104
450830203012,11,9,1,26,22
450830203012,11,9,49347,0,0
450830203012,11,9,49348,0,0
450830203012,11,9,1,572,95
450830203012,11,9,3,73,155
450830203012,11,9,1,163,3
450830203012,11,9,49349,0,0
450830203012,11,9,49350,0,0
450830203012,11,9,1,17,155
450830203012,11,9,49351,0,0
450830203012,11,9,3,91,54
450830203012,11,9,49352,0,0
450830203012,11,9,1,567,78
450830203012,11,9,2,877,147
450830203012,11,9,3,112,161
450830203012,11,9,1,605,22
450830203012,11,9,49353,0,0
450830203012,11,9,49354,0,0
450830203012,11,9,49355,0,0
450830203012,11,9,49356,0,0
450830203012,11,9,1,548,66
450830203012,11,9,1,40,6
450830203012,11,9,49357,0,0
450830203012,11,9,2,9,30
450830203012,11,9,1,409,47
450830203012,11,9,1,496,161
450830203012,11,9,49358,0,0
450830203012,11,9,2,115,165
450830203012,11,9,2,126,9
450830203012,11,9,49359,0,0
450830203012,11,9,2,123,66
450830203012,11,9,49360,0,0
450830203012,11,9,1,33,21
450830203012,11,9,49361,0,0
450830203012,11,9,49362,0,0
450830203012,11,9,1,126,19
450830203012,11,9,49363,0,0
450830203012,11,9,49364,0,0
450830203012,11,9,1,112,166
450830203012,11,9,49365,0,0
450830203012,11,9,2,928,132
450830203012,11,9,49366,0,0
450830203012,11,9,49367,0,0
450830203012,11,9,49368,0,0
450830203012,11,9,1,979,157
450830203012,11,9,49369,0,0
450830203012,11,9,49370,0,0
450830203012,11,9,1,6,20
450830203012,11,9,1,602,111
450830203012,11,9,49371,0,0
450830203012,11,9,49372,0,0
450830203012,11,9,49373,0,0
450830203012,11,9,49374,0,0
450830203012,11,9,49375,0,0
450830203012,11,9,49376,0,0
450830203012,11,9,1,526,95
450830203012,11,9,2,201,116
450830203012,11,9,1,555,46
450830203012,11,9,49377,0,0
450830203012,11,9,49378,0,0
450830203012,11,9,2,118,81
450830203012,11,9,2,198,106
450830203012,11,9,1,335,192
450830203012,11,9,49379,0,0
450830203012,11,9,2,1214,132
450830203012,11,9,2,204,16
450830203012,11,9,1,261,128
450830203012,11,9,49380,0,0
450830203012,11,9,49381,0,0
450830203012,11,9,49382,0,0
450830203012,11,9,1,400,18
450830203012,11,9,1,387,18
450830203012,11,10,1,281,27
450830203012,11,10,3,115,14
450830203012,11,10,47666,0,0
450830203012,11,10,47667,0,0
450830203012,11,10,47668,0,0
450830203012,11,10,1,431,56
450830203012,11,10,2,215,30
450830203012,11,10,47669,0,0
450830203012,11,10,47670,0,0
450830203012,11,10,1,527,73
450830203012,11,10,2,367,127
450830203012,11,10,47671,0,0
450830203012,11,10,47672,0,0
450830203012,11,10,47673,0,0
450830203012,11,10,2,241,109
450830203012,11,10,1,75,40
450830203012,11,10,2,587,124
450830203012,11,10,1,1121,75
450830203012,11,10,1,409,161
450830203012,11,10,47674,0,0
450830203012,11,10,47675,0,0
450830203012,11,10,4,16,122
450830203012,11,10,2,21,52
450830203012,11,10,47676,0,0
450830203012,11,10,47677,0,0
450830203012,11,10,47678,0,0
450830203012,11,10,47679,0,0
450830203012,11,10,47680,0,0
450830203012,11,10,1,346,144
450830203012,11,10,47681,0,0
450830203012,11,10,2,136,121
450830203012,11,10,47682,0,0
450830203012,11,10,2,395,157
450830203012,11,10,47683,0,0
450830203012,11,10,1,193,166
450830203012,11,10,2,464,145
450830203012,11,10,47684,0,0
450830203012,11,10,1,124,130
450830203012,11,10,47685,0,0
450830203012,11,10,1,641,180
450830203012,11,10,47686,0,0
450830203012,11,10,2,381,170
450830203012,11,10,2,974,95
450830203012,11,10,47687,0,0
450830203012,11,10,275,0,182
450830203012,11,10,1,214,137
450830203012,11,10,47688,0,0
450830203012,11,10,2,331,86
450830203012,11,10,47689,0,0
450830203012,11,10,47690,0,0
450830203012,11,10,1,134,124
450830203012,11,10,2,421,77
450830203012,11,10,1,1074,75
450830203012,11,10,47691,0,0
450830203012,11,10,2,39,184
450830203012,11,10,1,839,92
450830203012,11,10,47692,0,0
450830203012,11,10,1,423,104
450830203012,11,10,47693,0,0
450830203012,11,10,2,461,30
450830203012,11,10,6,295,25
450830203012,11,10,47694,0,0
450830203012,11,10,47695,0,0
450830203012,11,10,2,530,76
450830203012,11,10,1,380,8
450830203012,11,10,47696,0,0
450830203012,11,10,1,415,80
450830203012,11,10,1,966,16
450830203012,11,10,47697,0,0
450830203012,11,10,47698,0,0
450830203012,11,10,47699,0,0
450830203012,11,10,2,157,170
450830203012,11,10,1,206,25
450830203012,11,10,2,923,161
450830203012,11,10,47700,0,0
450830203012,11,10,1,394,46
450830203012,11,10,1,796,119
450830203012,11,10,47701,0,0
450830203012,11,10,47702,0,0
450830203012,11,10,1,247,17
450830203012,11,11,2,366,183
450830203012,11,11,43980,0,0
450830203012,11,11,43981,0,0
450830203012,11,11,1,410,14
450830203012,11,12,1,252,42
450830203012,11,12,44909,0,0
450830203012,11,13,2,1419,137
450830203012,11,14,3,339,9
450830203012,11,14,47900,0,0
450830203012,11,14,47901,0,0
450830203012,11,14,1,274,125
450830203012,11,14,47902,0,0
450830203012,11,14,47903,0,0
450830203012,11,14,1,645,194
450830203012,11,15,45336,0,0
450830203012,11,15,1,121,82
450830203012,11,15,45337,0,0
450830203012,11,16,45225,0,0
450830203012,11,16,45226,0,0
450830203012,11,17,48930,0,0
450830203012,11,17,48931,0,0
450830203012,11,17,1,9,138
450830203012,11,17,1,466,70
450830203012,11,17,1,47,129
450830203012,11,17,48932,0,0
450830203012,11,17,48933,0,0
450830203012,11,17,48934,0,0
450830203012,11,17,48935,0,0
450830203012,11,18,1,562,191
450830203012,11,18,47152,0,0
450830203012,11,18,47153,0,0
450830203012,11,18,1,81,25
450830203012,11,18,1,1121,192
450830203012,11,18,3,699,131
450830203012,11,18,47154,0,0
450830203012,11,18,47155,0,0
450830203012,11,18,47156,0,0
450830203012,11,19,43400,0,0
450830203012,11,19,43401,0,0
450830203012,11,19,43402,0,0
450830203012,11,19,1,629,185
450830203012,11,19,43403,0,0
450830203012,11,19,3,191,151
450830203012,11,20,2,564,17
450830203012,11,21,1,57,69
450830203012,11,21,49875,0,0
450830203012,11,21,49876,0,0
450830203012,11,21,2,85,124
450830203012,11,22,48547,0,0
450830203012,11,22,2,62,150
450830203012,11,23,42469,0,0
450830203012,11,23,2,385,69
450830203012,13,1,2,720,164
450830203012,13,1,52131,0,0
450830203012,13,1,2,315,146
450830203012,13,1,1,46,68
450830203012,13,1,1,420,111
450830203012,13,1,2,301,163
450830203012,13,1,1,340,68
450830203012,13,1,3,600,67
450830203012,13,1,52132,0,0
450830203012,13,1,3,208,137
450830203012,13,1,1,514,46
450830203012,13,1,52133,0,0
450830203012,13,1,52134,0,0
450830203012,13,1,2,273,9
450830203012,13,1,2,146,50
450830203012,13,2,1,8,21
450830203012,13,3,3,1034,161
450830203012,13,3,53007,0,0
450830203012,13,4,52753,0,0
450830203012,13,5,52147,0,0
450830203012,13,5,3,117,142
450830203012,13,5,2,638,131
450830203012,13,6,2,309,68
450830203012,13,6,2,530,8
450830203012,13,7,2,256,138
450830203012,13,8,53709,0,0
450830203012,13,8,4,627,4
450830203012,14,1,2,786,71
450830203012,14,1,57940,0,0
450830203012,14,1,3,488,161
450830203012,14,1,1,81,88
450830203012,14,1,57941,0,0
450830203012,14,1,57942,0,0
450830203012,14,1,1,7,189
450830203012,14,1,1,249,87
450830203012,14,1,57943,0,0
450830203012,14,1,57944,0,0
450830203012,14,1,2,31,138
450830203012,14,1,2,82,22
450830203012,14,1,57945,0,0
450830203012,14,1,1,626,131
450830203012,14,1,57946,0,0
450830203012,14,1,2,388,125
450830203012,14,1,57947,0,0
450830203012,14,1,1,581,30
450830203012,14,1,2,186,163
450830203012,14,1,1,641,131
450830203012,14,1,1,457,46
450830203012,14,1,2,167,141
450830203012,14,1,2,321,86
450830203012,14,1,2,6,174
450830203012,14,1,57948,0,0
450830203012,14,1,2,968,137
450830203012,14,1,1,107,141
450830203012,14,1,2,314,68
450830203012,14,1,57949,0,0
450830203012,14,1,2,78,181
450830203012,14,1,57950,0,0
450830203012,14,1,2,4,67
450830203012,14,1,2,398,8
450830203012,14,1,1,451,4
450830203012,14,1,4,438,21
450830203012,14,1,1,507,76
450830203012,14,1,1,60,183
450830203012,14,1,1,293,4
450830203012,14,1,2,629,56
450830203012,14,1,2,562,191
450830203012,14,1,2,190,78
450830203012,14,1,1,567,77
450830203012,14,1,2,684,131
450830203012,14,1,57951,0,0
450830203012,14,1,1,265,59
450830203012,14,1,2,322,68
450830203012,14,1,57952,0,0
450830203012,14,1,57953,0,0
450830203012,14,2,1,290,136
450830203012,14,2,56251,0,0
450830203012,14,2,2,111,55
450830203012,14,2,56252,0,0
450830203012,14,2,1,721,127
450830203012,14,2,1,245,81
450830203012,14,2,1,86,5
450830203012,14,2,2,349,42
450830203012,14,2,56253,0,0
450830203012,14,2,1,261,59
450830203012,14,2,1,146,104
450830203012,14,2,56254,0,0
450830203012,14,2,4,350,124
450830203012,14,2,56255,0,0
450830203012,14,2,56256,0,0
450830203012,14,2,2,185,6
450830203012,14,3,1,554,50
450830203012,14,4,2,137,106
450830203012,14,5,58068,0,0
450830203012,14,5,58069,0,0
450830203012,15,1,2,21,78
450830203012,15,1,3,235,168
450830203012,15,1,2,99,81
450830203012,15,1,2,255,22
450830203012,15,1,1,366,106
450830203012,15,1,1,193,21
450830203012,15,1,2,6,6
450830203012,15,1,60141,0,0
450830203012,15,1,1,140,169
450830203012,15,1,2,308,56
450830203012,15,1,60142,0,0
450830203012,15,1,1,99,27
450830203012,15,1,1,210,8
450830203012,15,1,2,396,159
450830203012,15,1,60143,0,0
450830203012,15,1,2,104,42
450830203012,15,1,2,295,43
450830203012,15,1,60144,0,0
450830203012,15,1,60145,0,0
450830203012,15,1,1,12,96
450830203012,15,1,1,635,157
450830203012,15,1,60146,0,0
450830203012,15,1,1,440,24
450830203012,15,1,1,146,38
450830203012,15,1,1,319,37
450830203012,15,1,1,567,147
450830203012,15,1,60147,0,0
450830203012,15,1,2,453,125
450830203012,15,1,1,405,4
450830203012,15,1,1,633,78
450830203012,15,1,60148,0,0
450830203012,15,1,1,17,173
450830203012,15,2,59859,0,0
450830203012,15,2,2,1634,177
450830203012,15,2,59860,0,0
