sch_code,p_id,hh_id,cbg_id
450348000060,3,224,128
450348000060,3,241,128
450348000060,4,254,128
450348000060,4,259,128
450348000060,6,274,128
450348000060,5,278,128
450348000060,2,293,128
450348000060,4,308,128
450348000060,3,308,128
450348000060,4,325,128
450348000060,3,363,128
450348000060,3,395,128
450348000060,3,400,128
450348000060,4,407,128
450348000060,3,429,128
450348000060,8,435,128
450348000060,9,435,128
450348000060,3,453,128
450348000060,3,475,128
450348000060,3,480,128
450348000060,4,485,128
450348000060,3,497,128
450348000060,4,508,128
450348000060,3,515,128
450348000060,4,519,128
450348000060,8,541,128
450348000060,9,541,128
450348000060,5,107,135
450348000060,3,144,135
450348000060,5,146,135
450348000060,4,146,135
450348000060,3,167,135
450348000060,2,204,135
450348000060,4,221,135
450348000060,3,226,135
450348000060,4,227,135
450348000060,4,234,135
450348000060,3,235,135
450348000060,3,248,135
450348000060,5,253,135
450348000060,3,272,135
450348000060,3,275,135
450348000060,4,278,135
450348000060,6,321,135
450348000060,4,326,135
450348000060,5,333,135
450348000060,3,353,135
450348000060,4,357,135
450348000060,3,374,135
450348000060,4,384,135
450348000060,5,391,135
450348000060,5,400,135
450348000060,3,404,135
450348000060,6,409,135
450348000060,3,494,135
450348000060,3,519,135
450348000060,9,544,135
450348000060,8,544,135
450348000060,4,587,135
450348000060,4,589,135
450348000060,5,597,135
450348000060,2,609,135
450348000060,3,616,135
450348000060,3,620,135
450348000060,3,629,135
450348000060,5,704,135
450348000060,6,704,135
450348000060,4,719,135
450348000060,2,720,135
450348000060,3,731,135
450348000060,3,772,135
450348000060,4,37,151
450348000060,5,73,151
450348000060,6,73,151
450348000060,3,78,151
450348000060,4,93,151
450348000060,3,98,151
450348000060,4,137,151
450348000060,5,142,151
450348000060,4,160,151
450348000060,4,172,151
450348000060,5,176,151
450348000060,5,185,151
450348000060,3,210,151
450348000060,3,253,151
450348000060,3,285,151
450348000060,4,292,151
450348000060,4,306,151
450348000060,3,327,151
450348000060,5,397,151
450348000060,5,406,151
450348000060,4,406,151
450348000060,3,414,151
450348000060,3,440,151
450348000060,6,466,151
450348000060,3,469,151
450348000060,5,470,151
450348000060,6,470,151
450348000060,4,475,151
450348000060,5,490,151
450348000060,3,492,151
450348000060,4,508,151
450348000060,3,517,151
450348000060,5,77,152
450348000060,4,84,152
450348000060,5,86,152
450348000060,4,113,152
450348000060,3,151,152
450348000060,3,214,152
450348000060,3,286,152
450348000060,3,294,152
450348000060,4,325,152
450348000060,3,327,152
450348000060,5,334,152
450348000060,3,441,152
450348000060,5,448,152
450348000060,4,471,152
450348000060,4,549,152
450348000060,3,638,152
450348000060,3,672,152
450348000060,5,689,152
450348000060,2,12,179
450348000060,3,148,179
450348000060,3,196,179
450348000060,3,204,179
450348000060,2,285,179
450348000983,3,14,54
450348000983,2,33,54
450348000983,2,44,54
450348000983,4,79,54
450348000983,4,121,54
450348000983,4,252,54
450348000983,3,259,54
450348000983,5,259,54
450348000983,5,260,54
450348000983,3,261,54
450348000983,3,265,54
450348000983,3,286,54
450348000983,7,298,54
450348000983,3,336,54
450348000983,5,338,54
450348000983,5,372,54
450348000983,4,372,54
450348000983,6,383,54
450348000983,3,414,54
450348000983,3,155,80
450348000983,3,177,80
450348000983,3,193,80
450348000983,3,266,80
450348000983,4,286,80
450348000983,3,310,80
450348000983,4,365,80
450348000983,3,401,80
450348000983,3,477,80
450348000983,6,513,80
450348000983,5,531,80
450348000983,3,569,80
450348000983,6,673,80
450348000983,7,742,80
450348000983,3,745,80
450348000983,3,24,94
450348000983,5,25,94
450348000983,4,25,94
450348000983,3,29,94
450348000983,5,36,94
450348000983,3,36,94
450348000983,4,36,94
450348000983,3,38,94
450348000983,4,38,94
450348000983,5,38,94
450348000983,4,45,94
450348000983,10,47,94
450348000983,8,47,94
450348000983,7,47,94
450348000983,6,47,94
450348000983,3,54,94
450348000983,4,54,94
450348000983,5,54,94
450348000983,8,58,94
450348000983,7,58,94
450348000983,6,58,94
450348000983,9,58,94
450348000983,4,69,94
450348000983,4,78,94
450348000983,3,79,94
450348000983,3,91,94
450348000983,3,95,94
450348000983,3,127,94
450348000983,3,140,94
450348000983,10,158,94
450348000983,8,158,94
450348000983,9,158,94
450348000983,3,178,94
450348000983,4,178,94
450348000983,5,201,94
450348000983,5,209,94
450348000983,6,209,94
450348000983,4,209,94
450348000983,3,210,94
450348000983,4,210,94
450348000983,3,265,94
450348000983,4,265,94
450348000983,3,278,94
450348000983,3,284,94
450348000983,4,301,94
450348000983,3,301,94
450348000983,3,303,94
450348000983,4,308,94
450348000983,4,330,94
450348000983,10,332,94
450348000983,8,332,94
450348000983,7,332,94
450348000983,6,332,94
450348000983,9,332,94
450348000983,4,344,94
450348000983,5,344,94
450348000983,4,352,94
450348000983,7,360,94
450348000983,5,360,94
450348000983,6,360,94
450348000983,3,360,94
450348000983,4,360,94
450348000983,3,384,94
450348000983,4,384,94
450348000983,4,413,94
450348000983,7,413,94
450348000983,5,413,94
450348000983,6,413,94
450348000983,4,425,94
450348000983,3,433,94
450348000983,4,433,94
450348000983,8,436,94
450348000983,5,436,94
450348000983,6,436,94
450348000983,3,436,94
450348000983,3,457,94
450348000983,4,457,94
450348000983,9,467,94
450348000983,4,468,94
450348000983,5,468,94
450348000983,3,471,94
450348000983,3,474,94
450348000983,4,474,94
450348000983,5,493,94
450348000983,4,493,94
450348000983,4,497,94
450348000983,2,497,94
450348000983,3,497,94
450348000983,5,507,94
450348000983,3,536,94
450348000983,4,536,94
450348000983,5,536,94
450348000983,4,539,94
450348000983,3,545,94
450348000983,4,545,94
450348000983,3,554,94
450348000983,4,576,94
450348000983,3,597,94
450348000983,3,601,94
450348000983,4,601,94
450348000983,5,601,94
450348000983,5,602,94
450348000983,3,602,94
450348000983,4,602,94
450348000983,5,614,94
450348000983,4,614,94
450348000983,3,617,94
450348000983,4,617,94
450348000983,3,632,94
450348000983,3,643,94
450348000983,4,643,94
450348000983,3,651,94
450348000983,3,656,94
450348000983,3,678,94
450348000983,2,106,100
450348000983,2,109,100
450348000983,6,162,100
450348000983,4,211,100
450348000983,3,216,100
450348000983,3,220,100
450348000983,6,265,100
450348000983,3,274,100
450348000983,3,286,100
450348000983,4,300,100
450348000983,3,326,100
450348000983,3,385,100
450348000983,5,424,100
450348000983,3,435,100
450348000983,3,436,100
450348000983,4,437,100
450348000983,4,13,117
450348000983,4,17,117
450348000983,5,17,117
450348000983,3,47,117
450348000983,2,56,117
450348000983,6,80,117
450348000983,4,93,117
450348000983,4,104,117
450348000983,3,124,117
450348000983,3,141,117
450348000983,3,171,117
450348000983,5,192,117
450348000983,6,192,117
450348000983,2,196,117
450348000983,3,201,117
450348000983,5,202,117
450348000983,3,218,117
450348000983,3,229,117
450348000983,2,234,117
450348000983,9,256,117
450348000983,4,278,117
450348000983,3,284,117
450348000983,3,299,117
450348000983,3,303,117
450348000983,3,309,117
450348000983,3,365,117
450348000983,5,367,117
450348000983,3,375,117
450348000983,3,378,117
450348000983,4,390,117
450348000983,5,390,117
450348000983,5,397,117
450348000983,3,401,117
450348000983,3,423,117
450348000983,5,444,117
450348000983,4,452,117
450348000983,2,454,117
450348000983,4,456,117
450348000983,4,475,117
450348000983,5,483,117
450348000983,6,486,117
450348000983,3,494,117
450348000983,2,499,117
450348000983,2,518,117
450348000983,3,528,117
450348000983,3,531,117
450348000983,3,542,117
450348000983,5,4,126
450348000983,3,6,126
450348000983,3,10,126
450348000983,4,10,126
450348000983,5,10,126
450348000983,3,11,126
450348000983,3,13,126
450348000983,4,19,126
450348000983,5,23,126
450348000983,4,23,126
450348000983,5,25,126
450348000983,6,25,126
450348000983,4,25,126
450348000983,8,25,126
450348000983,2,43,126
450348000983,5,44,126
450348000983,6,44,126
450348000983,7,44,126
450348000983,2,50,126
450348000983,4,58,126
450348000983,5,58,126
450348000983,3,60,126
450348000983,4,60,126
450348000983,3,64,126
450348000983,4,65,126
450348000983,2,66,126
450348000983,2,73,126
450348000983,3,73,126
450348000983,3,77,126
450348000983,4,81,126
450348000983,8,81,126
450348000983,7,81,126
450348000983,5,81,126
450348000983,6,81,126
450348000983,3,85,126
450348000983,5,89,126
450348000983,5,90,126
450348000983,3,90,126
450348000983,4,90,126
450348000983,7,92,126
450348000983,5,92,126
450348000983,6,92,126
450348000983,3,94,126
450348000983,3,95,126
450348000983,4,96,126
450348000983,5,96,126
450348000983,3,96,126
450348000983,3,104,126
450348000983,2,106,126
450348000983,4,111,126
450348000983,3,124,126
450348000983,9,125,126
450348000983,10,125,126
450348000983,3,128,126
450348000983,5,129,126
450348000983,5,130,126
450348000983,3,130,126
450348000983,4,130,126
450348000983,2,132,126
450348000983,4,140,126
450348000983,3,143,126
450348000983,3,145,126
450348000983,3,150,126
450348000983,4,150,126
450348000983,2,152,126
450348000983,3,152,126
450348000983,3,153,126
450348000983,4,153,126
450348000983,5,153,126
450348000983,5,156,126
450348000983,3,156,126
450348000983,4,156,126
450348000983,3,158,126
450348000983,4,158,126
450348000983,3,162,126
450348000983,5,167,126
450348000983,2,171,126
450348000983,2,175,126
450348000983,3,175,126
450348000983,2,176,126
450348000983,3,179,126
450348000983,4,179,126
450348000983,5,179,126
450348000983,4,180,126
450348000983,3,184,126
450348000983,4,184,126
450348000983,5,184,126
450348000983,3,185,126
450348000983,3,193,126
450348000983,4,193,126
450348000983,2,201,126
450348000983,4,209,126
450348000983,5,221,126
450348000983,3,221,126
450348000983,4,222,126
450348000983,8,222,126
450348000983,7,222,126
450348000983,5,222,126
450348000983,6,222,126
450348000983,3,224,126
450348000983,4,231,126
450348000983,5,231,126
450348000983,5,233,126
450348000983,6,233,126
450348000983,3,233,126
450348000983,4,233,126
450348000983,5,236,126
450348000983,3,236,126
450348000983,2,237,126
450348000983,4,247,126
450348000983,5,248,126
450348000983,6,248,126
450348000983,4,248,126
450348000983,2,250,126
450348000983,4,251,126
450348000983,5,251,126
450348000983,5,252,126
450348000983,3,252,126
450348000983,4,252,126
450348000983,3,254,126
450348000983,5,256,126
450348000983,3,261,126
450348000983,5,263,126
450348000983,3,269,126
450348000983,4,280,126
450348000983,2,284,126
450348000983,3,290,126
450348000983,2,291,126
450348000983,3,293,126
450348000983,6,293,126
450348000983,3,295,126
450348000983,4,295,126
450348000983,6,295,126
450348000983,2,296,126
450348000983,3,296,126
450348000983,3,297,126
450348000983,5,303,126
450348000983,5,304,126
450348000983,6,304,126
450348000983,10,304,126
450348000983,8,304,126
450348000983,7,304,126
450348000983,3,308,126
450348000983,5,310,126
450348000983,3,310,126
450348000983,5,311,126
450348000983,3,311,126
450348000983,4,311,126
450348000983,3,322,126
450348000983,4,322,126
450348000983,5,322,126
450348000983,4,325,126
450348000983,5,330,126
450348000983,6,330,126
450348000983,3,342,126
450348000983,5,348,126
450348000983,4,348,126
450348000983,2,351,126
450348000983,3,351,126
450348000983,5,352,126
450348000983,3,357,126
450348000983,4,357,126
450348000983,4,360,126
450348000983,6,360,126
450348000983,3,360,126
450348000983,3,364,126
450348000983,10,365,126
450348000983,8,365,126
450348000983,7,365,126
450348000983,9,365,126
450348000983,3,373,126
450348000983,4,377,126
450348000983,5,382,126
450348000983,6,382,126
450348000983,4,382,126
450348000983,3,386,126
450348000983,3,388,126
450348000983,3,395,126
450348000983,4,395,126
450348000983,3,396,126
450348000983,4,396,126
450348000983,3,399,126
450348000983,4,399,126
450348000983,5,399,126
450348000983,3,401,126
450348000983,4,401,126
450348000983,2,403,126
450348000983,5,408,126
450348000983,3,408,126
450348000983,3,410,126
450348000983,3,412,126
450348000983,5,421,126
450348000983,4,421,126
450348000983,2,422,126
450348000983,4,424,126
450348000983,5,424,126
450348000983,3,424,126
450348000983,2,425,126
450348000983,4,433,126
450348000983,3,444,126
450348000983,3,454,126
450348000983,3,456,126
450348000983,5,463,126
450348000983,3,463,126
450348000983,4,463,126
450348000983,5,464,126
450348000983,4,468,126
450348000983,3,468,126
450348000983,2,470,126
450348000983,3,476,126
450348000983,2,480,126
450348000983,6,481,126
450348000983,3,481,126
450348000983,4,481,126
450348000983,3,485,126
450348000983,4,485,126
450348000983,5,485,126
450348000983,6,485,126
450348000983,6,489,126
450348000983,3,489,126
450348000983,7,489,126
450348000983,3,494,126
450348000983,5,496,126
450348000983,6,496,126
450348000983,3,496,126
450348000983,4,497,126
450348000983,3,497,126
450348000983,4,501,126
450348000983,5,501,126
450348000983,4,508,126
450348000983,4,512,126
450348000983,3,515,126
450348000983,4,515,126
450348000983,4,519,126
450348000983,3,519,126
450348000983,3,520,126
450348000983,3,525,126
450348000983,3,526,126
450348000983,5,529,126
450348000983,3,531,126
450348000983,4,531,126
450348000983,5,544,126
450348000983,3,544,126
450348000983,4,544,126
450348000983,3,545,126
450348000983,4,565,126
450348000983,4,566,126
450348000983,2,569,126
450348000983,5,571,126
450348000983,4,577,126
450348000983,5,577,126
450348000983,3,586,126
450348000983,5,586,126
450348000983,3,590,126
450348000983,4,590,126
450348000983,4,593,126
450348000983,3,593,126
450348000983,3,595,126
450348000983,5,599,126
450348000983,3,600,126
450348000983,3,605,126
450348000983,3,606,126
450348000983,4,606,126
450348000983,5,608,126
450348000983,3,612,126
450348000983,4,612,126
450348000983,5,612,126
450348000983,5,616,126
450348000983,6,616,126
450348000983,8,616,126
450348000983,7,616,126
450348000983,4,617,126
450348000983,3,618,126
450348000983,3,621,126
450348000983,4,621,126
450348000983,5,621,126
450348000983,4,630,126
450348000983,3,632,126
450348000983,4,637,126
450348000983,4,639,126
450348000983,3,642,126
450348000983,4,642,126
450348000983,4,654,126
450348000983,4,674,126
450348000983,8,674,126
450348000983,7,674,126
450348000983,5,674,126
450348000983,6,674,126
450348000983,3,687,126
450348000983,2,695,126
450348000983,3,703,126
450348000983,5,706,126
450348000983,3,706,126
450348000983,4,706,126
450348000983,5,709,126
450348000983,6,709,126
450348000983,9,709,126
450348000983,10,709,126
450348000983,8,709,126
450348000983,7,709,126
450348000983,3,710,126
450348000983,3,711,126
450348000983,3,713,126
450348000983,3,716,126
450348000983,4,717,126
450348000983,2,720,126
450348000983,3,721,126
450348000983,4,721,126
450348000983,5,721,126
450348000983,5,725,126
450348000983,3,725,126
450348000983,6,732,126
450348000983,3,732,126
450348000983,7,732,126
450348000983,3,737,126
450348000983,2,737,126
450348000983,3,740,126
450348000983,4,741,126
450348000983,9,743,126
450348000983,10,743,126
450348000983,8,743,126
450348000983,2,747,126
450348000983,4,765,126
450348000983,5,765,126
450348000983,3,770,126
450348000983,4,770,126
450348000983,5,770,126
450348000983,6,770,126
450348000983,2,775,126
450348000983,3,776,126
450348000983,6,778,126
450348000983,3,778,126
450348000983,4,778,126
450348000983,3,783,126
450348000983,2,783,126
450348000983,3,792,126
450348000983,4,792,126
450348000983,7,793,126
450348000983,5,793,126
450348000983,6,793,126
450348000983,4,793,126
450348000983,10,794,126
450348000983,8,794,126
450348000983,7,794,126
450348000983,5,794,126
450348000983,6,794,126
450348000983,9,794,126
450348000983,6,795,126
450348000983,4,795,126
450348000983,8,795,126
450348000983,7,795,126
450348000983,3,798,126
450348000983,3,807,126
450348000983,4,807,126
450348000983,6,811,126
450348000983,3,811,126
450348000983,4,811,126
450348000983,7,811,126
450348000983,5,811,126
450348000983,3,814,126
450348000983,2,815,126
450348000983,5,816,126
450348000983,6,816,126
450348000983,2,818,126
450348000983,10,820,126
450348000983,8,820,126
450348000983,3,825,126
450348000983,4,825,126
450348000983,5,825,126
450348000983,3,828,126
450348000983,2,829,126
450348000983,3,833,126
450348000983,3,839,126
450348000983,3,744,127
450348000983,5,771,127
450348000983,5,785,127
450348000983,3,790,127
450348000983,3,805,127
450348000983,5,820,127
450348000983,3,820,127
450348000983,3,13,128
450348000983,3,226,128
450348000983,3,261,128
450348000983,6,278,128
450348000983,3,337,128
450348000983,3,352,128
450348000983,4,416,128
450348000983,2,3,135
450348000983,3,16,135
450348000983,3,19,135
450348000983,4,19,135
450348000983,3,22,135
450348000983,4,25,135
450348000983,3,35,135
450348000983,4,35,135
450348000983,4,45,135
450348000983,3,45,135
450348000983,4,52,135
450348000983,3,53,135
450348000983,3,55,135
450348000983,4,55,135
450348000983,6,55,135
450348000983,3,56,135
450348000983,2,59,135
450348000983,5,62,135
450348000983,6,62,135
450348000983,3,62,135
450348000983,4,62,135
450348000983,5,63,135
450348000983,4,63,135
450348000983,3,66,135
450348000983,4,66,135
450348000983,9,68,135
450348000983,10,68,135
450348000983,8,68,135
450348000983,4,69,135
450348000983,6,72,135
450348000983,3,72,135
450348000983,5,75,135
450348000983,5,80,135
450348000983,4,82,135
450348000983,3,83,135
450348000983,4,83,135
450348000983,5,85,135
450348000983,4,85,135
450348000983,4,88,135
450348000983,5,88,135
450348000983,3,89,135
450348000983,4,95,135
450348000983,5,95,135
450348000983,3,96,135
450348000983,5,98,135
450348000983,6,98,135
450348000983,3,98,135
450348000983,4,98,135
450348000983,5,458,135
450348000983,6,581,135
450348000983,5,581,135
450348000983,7,597,135
450348000983,5,599,135
450348000983,3,605,135
450348000983,3,609,135
450348000983,4,620,135
450348000983,4,629,135
450348000983,2,632,135
450348000983,3,640,135
450348000983,4,655,135
450348000983,4,672,135
450348000983,4,681,135
450348000983,5,708,135
450348000983,3,714,135
450348000983,6,726,135
450348000983,3,743,135
450348000983,3,748,135
450348000983,4,748,135
450348000983,3,751,135
450348000983,4,751,135
450348000983,4,752,135
450348000983,2,754,135
450348000983,5,756,135
450348000983,4,758,135
450348000983,8,758,135
450348000983,7,758,135
450348000983,4,761,135
450348000983,3,763,135
450348000983,4,764,135
450348000983,5,764,135
450348000983,2,772,135
450348000983,4,772,135
450348000983,4,773,135
450348000983,2,774,135
450348000983,3,774,135
450348000983,10,73,151
450348000983,7,73,151
450348000983,9,73,151
450348000983,6,76,151
450348000983,3,85,151
450348000983,4,98,151
450348000983,4,119,151
450348000983,3,136,151
450348000983,4,136,151
450348000983,6,137,151
450348000983,5,137,151
450348000983,3,139,151
450348000983,3,144,151
450348000983,3,157,151
450348000983,4,157,151
450348000983,3,166,151
450348000983,6,176,151
450348000983,2,199,151
450348000983,4,210,151
450348000983,3,224,151
450348000983,4,224,151
450348000983,4,256,151
450348000983,4,260,151
450348000983,4,281,151
450348000983,6,283,151
450348000983,3,336,151
450348000983,3,337,151
450348000983,4,337,151
450348000983,8,351,151
450348000983,7,351,151
450348000983,6,351,151
450348000983,3,359,151
450348000983,5,362,151
450348000983,6,362,151
450348000983,4,366,151
450348000983,3,371,151
450348000983,4,371,151
450348000983,4,391,151
450348000983,6,391,151
450348000983,3,391,151
450348000983,6,397,151
450348000983,6,406,151
450348000983,8,406,151
450348000983,7,406,151
450348000983,3,410,151
450348000983,3,433,151
450348000983,4,433,151
450348000983,3,444,151
450348000983,4,444,151
450348000983,4,469,151
450348000983,9,470,151
450348000983,10,470,151
450348000983,8,470,151
450348000983,7,470,151
450348000983,6,490,151
450348000983,4,492,151
450348000983,4,493,151
450348000983,5,508,151
450348000983,7,531,151
450348000983,4,535,151
450348000983,3,540,151
450348000983,3,547,151
450348000983,4,547,151
450348000983,5,547,151
450348000983,6,547,151
450348000983,3,556,151
450348000983,3,570,151
450348000983,2,581,151
450348000983,3,583,151
450348000983,2,584,151
450348000983,6,588,151
450348000983,8,588,151
450348000983,7,588,151
450348000983,3,45,152
450348000983,3,92,152
450348000983,3,168,152
450348000983,4,182,152
450348000983,4,214,152
450348000983,3,246,152
450348000983,3,280,152
450348000983,3,291,152
450348000983,5,294,152
450348000983,5,325,152
450348000983,2,412,152
450348000983,5,429,152
450348000983,4,441,152
450348000983,5,468,152
450348000983,2,470,152
450348000983,5,471,152
450348000983,6,476,152
450348000983,3,533,152
450348000983,6,573,152
450348000983,4,594,152
450348000983,3,612,152
450348000983,2,635,152
450348000983,5,664,152
450348000983,2,669,152
450348000983,4,672,152
450348000983,5,676,152
450348000983,3,682,152
450348000983,2,690,152
450348000983,3,691,152
450348000983,4,691,152
450348000983,2,4,164
450348000983,4,90,164
450348000983,3,99,164
450348000983,3,129,164
450348000983,5,271,164
450348000983,4,418,164
450348000983,2,433,164
450348000983,2,456,164
450348000983,4,574,164
450348000983,2,655,164
450348000983,3,658,164
450348000983,4,1,179
450348000983,4,4,179
450348000983,4,11,179
450348000983,5,11,179
450348000983,3,12,179
450348000983,5,13,179
450348000983,3,16,179
450348000983,5,23,179
450348000983,2,24,179
450348000983,3,24,179
450348000983,3,27,179
450348000983,3,31,179
450348000983,2,31,179
450348000983,3,37,179
450348000983,3,40,179
450348000983,4,40,179
450348000983,5,40,179
450348000983,5,44,179
450348000983,4,45,179
450348000983,5,45,179
450348000983,3,51,179
450348000983,3,54,179
450348000983,4,54,179
450348000983,4,61,179
450348000983,4,67,179
450348000983,5,67,179
450348000983,4,72,179
450348000983,5,77,179
450348000983,3,90,179
450348000983,4,90,179
450348000983,4,118,179
450348000983,3,120,179
450348000983,4,126,179
450348000983,2,127,179
450348000983,3,129,179
450348000983,4,129,179
450348000983,3,130,179
450348000983,5,131,179
450348000983,4,136,179
450348000983,3,137,179
450348000983,4,139,179
450348000983,3,139,179
450348000983,5,145,179
450348000983,2,148,179
450348000983,5,148,179
450348000983,4,148,179
450348000983,2,162,179
450348000983,3,182,179
450348000983,4,182,179
450348000983,3,186,179
450348000983,4,196,179
450348000983,2,204,179
450348000983,5,204,179
450348000983,4,204,179
450348000983,2,211,179
450348000983,3,222,179
450348000983,4,222,179
450348000983,4,224,179
450348000983,2,230,179
450348000983,3,236,179
450348000983,4,236,179
450348000983,5,236,179
450348000983,3,237,179
450348000983,4,245,179
450348000983,5,245,179
450348000983,3,245,179
450348000983,3,253,179
450348000983,2,261,179
450348000983,3,279,179
450348000983,4,279,179
450348000983,5,279,179
450348000983,3,301,179
450348000983,5,301,179
450348000983,3,302,179
450348000983,5,305,179
450348000983,4,305,179
450348000983,5,308,179
450348000983,4,308,179
450348000983,3,309,179
450348000983,3,313,179
450348000984,2,2,54
450348000984,3,10,54
450348000984,3,15,54
450348000984,5,25,54
450348000984,4,45,54
450348000984,6,46,54
450348000984,4,46,54
450348000984,7,46,54
450348000984,5,46,54
450348000984,5,51,54
450348000984,3,52,54
450348000984,5,67,54
450348000984,6,71,54
450348000984,7,71,54
450348000984,3,76,54
450348000984,4,76,54
450348000984,5,76,54
450348000984,5,79,54
450348000984,3,79,54
450348000984,5,95,54
450348000984,4,95,54
450348000984,4,96,54
450348000984,3,100,54
450348000984,3,102,54
450348000984,2,102,54
450348000984,4,103,54
450348000984,3,106,54
450348000984,2,107,54
450348000984,4,108,54
450348000984,5,108,54
450348000984,5,118,54
450348000984,4,118,54
450348000984,3,133,54
450348000984,4,136,54
450348000984,5,136,54
450348000984,2,137,54
450348000984,5,140,54
450348000984,6,140,54
450348000984,7,158,54
450348000984,6,158,54
450348000984,2,161,54
450348000984,2,164,54
450348000984,4,165,54
450348000984,4,171,54
450348000984,5,179,54
450348000984,4,190,54
450348000984,3,192,54
450348000984,5,194,54
450348000984,4,194,54
450348000984,3,198,54
450348000984,4,198,54
450348000984,3,203,54
450348000984,4,203,54
450348000984,3,236,54
450348000984,2,236,54
450348000984,9,237,54
450348000984,10,237,54
450348000984,8,237,54
450348000984,7,237,54
450348000984,3,250,54
450348000984,4,250,54
450348000984,5,250,54
450348000984,6,250,54
450348000984,3,252,54
450348000984,3,253,54
450348000984,4,259,54
450348000984,8,260,54
450348000984,7,260,54
450348000984,6,260,54
450348000984,4,261,54
450348000984,3,272,54
450348000984,5,274,54
450348000984,4,275,54
450348000984,3,277,54
450348000984,5,286,54
450348000984,6,286,54
450348000984,4,286,54
450348000984,3,291,54
450348000984,4,291,54
450348000984,4,297,54
450348000984,7,297,54
450348000984,5,297,54
450348000984,6,297,54
450348000984,6,298,54
450348000984,8,298,54
450348000984,4,304,54
450348000984,4,307,54
450348000984,2,309,54
450348000984,4,317,54
450348000984,5,321,54
450348000984,3,321,54
450348000984,4,321,54
450348000984,3,325,54
450348000984,5,326,54
450348000984,3,326,54
450348000984,4,326,54
450348000984,4,350,54
450348000984,3,355,54
450348000984,4,355,54
450348000984,6,372,54
450348000984,7,372,54
450348000984,5,374,54
450348000984,2,379,54
450348000984,7,383,54
450348000984,5,383,54
450348000984,3,395,54
450348000984,5,420,54
450348000984,4,420,54
450348000984,4,17,100
450348000984,5,17,100
450348000984,3,22,100
450348000984,4,22,100
450348000984,2,22,100
450348000984,2,23,100
450348000984,3,37,100
450348000984,2,37,100
450348000984,4,52,100
450348000984,6,53,100
450348000984,5,83,100
450348000984,4,83,100
450348000984,4,89,100
450348000984,4,116,100
450348000984,4,119,100
450348000984,3,123,100
450348000984,4,125,100
450348000984,3,135,100
450348000984,4,143,100
450348000984,3,160,100
450348000984,3,190,100
450348000984,4,190,100
450348000984,2,202,100
450348000984,3,210,100
450348000984,4,216,100
450348000984,2,220,100
450348000984,2,231,100
450348000984,3,237,100
450348000984,2,255,100
450348000984,4,265,100
450348000984,5,265,100
450348000984,3,269,100
450348000984,2,269,100
450348000984,3,279,100
450348000984,4,286,100
450348000984,3,287,100
450348000984,5,297,100
450348000984,3,297,100
450348000984,4,297,100
450348000984,5,300,100
450348000984,4,305,100
450348000984,4,307,100
450348000984,3,309,100
450348000984,4,326,100
450348000984,3,336,100
450348000984,4,341,100
450348000984,2,345,100
450348000984,6,346,100
450348000984,4,354,100
450348000984,4,355,100
450348000984,5,355,100
450348000984,2,358,100
450348000984,4,372,100
450348000984,6,393,100
450348000984,4,397,100
450348000984,4,401,100
450348000984,2,405,100
450348000984,4,408,100
450348000984,5,408,100
450348000984,3,414,100
450348000984,4,414,100
450348000984,4,424,100
