index_one,index_zero,p_id,hh_id,cbg_id
516,515,2,90,120
520,519,2,798,11
530,529,1,16,84
531,530,1,304,118
532,531,2,542,55
538,537,2,137,67
546,545,1,526,135
548,547,1,1,146
553,552,1,186,144
569,568,18,0,184
570,569,1,322,55
576,575,2,773,92
587,586,1,155,33
588,587,1,482,194
589,588,2,839,195
590,589,1,72,174
598,597,2,572,147
599,598,2,60,178
602,601,1,336,45
604,603,2,723,165
605,604,1,361,30
620,619,2,153,8
638,637,1,1200,75
640,639,4,744,174
645,644,1,294,179
647,646,1,313,149
654,653,3,246,193
660,659,1,963,31
661,660,2,343,79
663,662,5,172,86
670,669,2,508,5
692,691,2,74,17
699,698,1,372,128
706,705,2,305,179
708,707,2,305,7
711,710,3,540,22
715,714,1,5,17
716,715,3,487,18
719,718,6,250,10
745,744,2,220,180
746,745,2,285,185
747,746,2,1233,192
763,762,2,135,16
766,765,1,164,180
770,769,2,426,122
775,774,1,341,10
787,786,4,524,34
792,791,1,455,60
798,797,1,72,160
800,799,2,533,77
807,806,2,407,32
814,813,2,132,81
822,821,1,45,114
824,823,1,325,69
840,839,1,187,97
847,846,2,823,195
855,854,1,485,92
883,882,3,449,177
884,883,1,548,50
885,884,1,797,31
887,886,2,396,66
889,888,1,576,154
894,893,3,350,47
895,894,3,3,41
898,897,1,149,2
916,915,2,121,39
927,926,1,70,97
938,937,1,394,55
942,941,1,222,7
946,945,2,134,153
949,948,1,15,25
953,952,1,170,63
960,959,2,607,124
961,960,2,50,77
962,961,1,68,161
966,965,1,376,65
968,967,1,48,166
975,974,3,275,184
976,975,1,579,147
977,976,1,748,10
987,986,2,222,159
988,987,1,474,104
1008,1007,66,0,184
1011,1010,2,354,56
1014,1013,1,1398,177
1017,1016,2,55,113
1021,1020,2,548,152
1028,1027,2,458,56
1038,1037,1,77,100
1042,1041,2,505,159
1043,1042,2,206,26
1046,1045,1,127,80
1047,1046,1,448,121
1057,1056,5,18,109
1058,1057,2,325,142
1072,1071,1,174,151
1073,1072,2,404,170
1075,1074,1,407,72
1076,1075,1,62,150
1086,1085,2,236,10
1088,1087,1,567,18
1091,1090,3,499,120
1093,1092,2,75,41
1096,1095,1,68,67
1114,1113,1,124,184
1117,1116,1,223,185
1118,1117,1,89,122
1126,1125,1,216,153
1127,1126,3,265,180
1134,1133,2,1427,192
1136,1135,1,138,145
1147,1146,1,307,140
1149,1148,1,12,51
1152,1151,4,412,109
1158,1157,1,1479,192
1165,1164,1,136,22
1168,1167,1,369,50
1170,1169,2,317,171
1175,1174,2,60,81
1180,1179,4,481,111
1185,1184,2,461,189
1186,1185,1,309,158
1188,1187,2,396,14
1194,1193,2,239,26
1197,1196,2,10,98
1199,1198,1,480,18
1203,1202,1,225,189
1205,1204,8,274,49
1207,1206,4,291,145
1210,1209,2,310,5
1211,1210,2,359,122
1220,1219,3,10,165
1221,1220,1,93,165
1227,1226,2,24,1
1244,1243,1,139,159
1247,1246,1,501,23
1254,1253,1,908,177
1262,1261,3,12,12
1263,1262,2,356,19
1271,1270,2,320,25
1275,1274,2,25,132
1280,1279,2,138,55
1281,1280,1,807,131
1286,1285,1,218,195
1288,1287,2,647,187
1289,1288,1,96,120
1295,1294,3,625,122
1299,1298,1,488,175
1307,1306,2,183,26
1313,1312,1,770,11
1317,1316,2,418,76
1318,1317,1,413,130
1320,1319,1,596,159
1326,1325,1,30,140
1327,1326,1,228,31
1328,1327,2,87,124
1338,1337,2,405,30
1341,1340,7,316,32
1351,1350,2,581,41
1352,1351,1,269,146
1353,1352,1,15,176
1354,1353,1,1,180
1360,1359,1,53,141
1362,1361,1,97,140
1364,1363,5,296,14
1378,1377,1,874,95
1381,1380,3,437,47
1385,1384,1,390,61
1387,1386,1,450,140
1388,1387,3,398,144
1389,1388,2,205,145
1392,1391,1,305,178
1395,1394,1,145,5
1398,1397,2,351,103
1411,1410,1,262,194
1416,1415,1,588,7
1419,1418,1,825,192
1421,1420,2,587,17
1423,1422,2,832,44
1424,1423,2,828,194
1427,1426,1,348,146
1430,1429,1,546,121
1431,1430,1,206,120
1432,1431,2,134,146
1436,1435,3,633,92
1437,1436,1,580,159
1441,1440,1,1274,177
1443,1442,2,7,166
1449,1448,2,321,23
1455,1454,4,365,122
1460,1459,2,936,79
1470,1469,1,369,85
1477,1476,1,471,71
1484,1483,2,94,28
1494,1493,2,154,194
1500,1499,1,248,171
1514,1513,1,236,111
1517,1516,1,328,122
1520,1519,3,41,25
1521,1520,1,93,133
1530,1529,2,109,51
1535,1534,2,367,154
1538,1537,2,1669,177
1543,1542,2,101,144
1548,1547,1,353,187
1551,1550,2,147,126
1553,1552,3,613,132
1555,1554,1,98,142
1563,1562,2,284,155
1567,1566,1,142,107
1575,1574,1,403,180
1576,1575,5,439,124
1580,1579,1,947,177
1581,1580,1,204,55
1587,1586,1,110,128
1600,1599,2,221,165
1605,1604,1,315,49
1616,1615,2,329,135
1618,1617,1,58,91
1620,1619,1,216,146
1621,1620,313,0,182
1628,1627,3,655,27
1632,1631,3,365,54
1633,1632,2,720,76
1635,1634,2,879,3
1637,1636,1,219,173
1644,1643,1,524,124
1658,1657,1,627,195
1660,1659,1,685,165
1665,1664,3,180,184
1667,1666,1,265,61
1678,1677,1,565,150
1680,1679,2,621,17
1684,1683,2,516,171
1686,1685,2,639,4
1690,1689,2,333,178
1694,1693,1,183,120
1696,1695,1,1291,31
1697,1696,2,1348,75
1703,1702,1,120,49
1710,1709,2,426,103
1715,1714,2,436,67
1719,1718,1,482,164
1720,1719,1,595,186
1729,1728,1,1292,31
1731,1730,2,59,161
1732,1731,1,202,20
1741,1740,1,126,189
1754,1753,3,520,76
1757,1756,1,224,24
1761,1760,1,818,76
1762,1761,1,410,194
1763,1762,1,1559,192
1764,1763,1,386,11
1765,1764,1,80,134
1766,1765,1,230,107
1768,1767,1,1055,23
1774,1773,1,341,69
1783,1782,1,68,157
1786,1785,1,343,188
1789,1788,3,243,148
1800,1799,1,227,151
1805,1804,2,200,177
1806,1805,3,66,76
1814,1813,1,23,16
1834,1833,2,46,102
1841,1840,1,908,75
1846,1845,2,172,116
1847,1846,1,353,185
1849,1848,1,620,99
1857,1856,3,133,17
1859,1858,2,75,26
1871,1870,1,366,177
1877,1876,2,1032,177
1884,1883,1,136,151
1891,1890,1,140,71
1893,1892,2,1630,192
1899,1898,3,140,166
1902,1901,3,373,108
1908,1907,2,291,146
1918,1917,3,146,184
1923,1922,1,110,65
1928,1927,2,420,60
1932,1931,1,318,92
1938,1937,1,473,103
1939,1938,1,304,134
1940,1939,1,305,81
1941,1940,1,578,132
1942,1941,1,391,49
1945,1944,3,1173,137
1947,1946,2,490,14
1960,1959,1,412,75
1962,1961,1,121,44
1963,1962,2,602,80
1965,1964,1,287,144
1973,1972,1,134,161
1983,1982,2,296,120
1988,1987,2,707,111
2006,2005,1,569,17
2007,2006,1,356,171
2009,2008,3,17,127
2012,2011,2,974,177
2013,2012,5,165,54
2017,2016,1,478,8
2019,2018,2,310,29
2020,2019,3,1072,31
2021,2020,2,200,36
2022,2021,1,303,82
2026,2025,3,27,177
2028,2027,2,960,10
2030,2029,2,71,145
2039,2038,1,292,177
2057,2056,3,204,122
2060,2059,1,31,184
2067,2066,2,165,13
2069,2068,1,661,17
2071,2070,3,556,23
2073,2072,5,249,31
2078,2077,75,0,111
2095,2094,2,438,154
2098,2097,1,134,67
2099,2098,1,160,122
2104,2103,1,650,171
2107,2106,1,709,126
2109,2108,3,477,122
2122,2121,2,118,135
2130,2129,2,824,161
2131,2130,2,417,145
2134,2133,2,359,103
2139,2138,1,53,144
2142,2141,2,121,86
2146,2145,1,369,86
2150,2149,1,385,128
2156,2155,2,167,103
2159,2158,1,1332,192
2165,2164,1,566,56
2167,2166,1,389,171
2169,2168,1,166,195
2170,2169,1,358,106
2174,2173,4,17,194
2177,2176,1,24,32
2183,2182,4,371,49
2185,2184,1,194,173
2188,2187,2,228,6
2191,2190,2,335,159
2200,2199,1,21,74
2212,2211,2,455,127
2214,2213,1,55,177
2216,2215,1,145,29
2217,2216,1,348,180
2223,2222,1,109,193
2233,2232,1,523,79
2234,2233,2,521,130
2235,2234,1,404,160
2236,2235,2,90,88
2245,2244,1,749,7
2247,2246,1,33,144
2258,2257,1,366,8
2266,2265,1,624,76
2268,2267,1,463,5
2271,2270,4,428,48
2272,2271,2,291,191
2273,2272,1,95,104
2279,2278,1,269,73
2283,2282,3,1423,192
2291,2290,1,562,17
2293,2292,1,412,171
2294,2293,2,287,34
2298,2297,1,228,62
2304,2303,2,233,13
2309,2308,1,272,146
2311,2310,2,277,88
2314,2313,3,543,86
2321,2320,2,540,4
2322,2321,3,213,165
2329,2328,1,8,120
2343,2342,1,142,1
2349,2348,1,633,8
2351,2350,1,207,11
2355,2354,1,543,128
2357,2356,2,417,130
2359,2358,1,608,122
2360,2359,2,710,80
2361,2360,1,232,89
2363,2362,1,72,23
2366,2365,1,485,44
2372,2371,1,130,121
2384,2383,1,13,149
2388,2387,1,445,25
2389,2388,1,36,120
2395,2394,1,206,155
2401,2400,2,336,151
2412,2411,2,220,181
2435,2434,1,164,181
2440,2439,2,127,195
2446,2445,2,280,106
2447,2446,2,579,117
2448,2447,1,866,78
2451,2450,1,162,112
2452,2451,2,389,128
2453,2452,1,313,140
2458,2457,6,255,144
2465,2464,1,328,103
2479,2478,2,145,23
2493,2492,2,1032,75
2498,2497,2,251,104
2500,2499,3,279,161
2501,2500,2,664,177
2502,2501,1,38,179
2503,2502,4,52,3
2505,2504,1,38,7
2506,2505,1,76,172
2511,2510,2,44,95
2514,2513,1,385,65
2517,2516,2,332,41
2520,2519,2,170,46
2523,2522,1,581,120
2524,2523,3,450,49
2543,2542,1,262,164
2545,2544,1,45,51
2546,2545,3,541,120
2560,2559,2,828,164
2562,2561,3,11,45
2566,2565,4,1181,177
2575,2574,1,106,195
2581,2580,1,478,171
2583,2582,2,33,34
2584,2583,2,192,65
2590,2589,1,556,143
2591,2590,2,817,192
2595,2594,1,597,187
2596,2595,1,987,23
2605,2604,1,275,58
2609,2608,4,207,122
2614,2613,1,91,103
2618,2617,1,430,153
2619,2618,1,380,64
2623,2622,1,479,34
2627,2626,3,362,20
2628,2627,2,532,34
2631,2630,10,246,170
2636,2635,2,318,50
2648,2647,3,16,92
2653,2652,1,183,155
2659,2658,2,730,86
2663,2662,1,224,154
2665,2664,1,90,62
2669,2668,1,122,151
2674,2673,1,167,102
2677,2676,3,71,73
2681,2680,2,291,180
2686,2685,3,178,22
2690,2689,3,314,95
2694,2693,1,148,78
2698,2697,1,1331,177
2701,2700,2,683,152
2704,2703,2,1312,95
2706,2705,2,27,166
2717,2716,2,27,195
2725,2724,2,200,171
2728,2727,1,534,187
2730,2729,1,367,122
2737,2736,1,117,47
2750,2749,3,794,137
2751,2750,2,1046,161
2756,2755,1,619,122
2761,2760,2,389,65
2766,2765,1,255,19
2769,2768,3,255,50
2774,2773,1,785,25
2785,2784,1,504,189
2788,2787,3,396,109
2800,2799,3,696,194
2802,2801,2,781,154
2810,2809,1,263,40
2824,2823,2,68,181
2826,2825,2,753,11
2833,2832,1,223,37
2839,2838,1,409,92
2840,2839,3,12,145
2841,2840,2,380,125
2844,2843,2,130,90
2847,2846,1,188,134
2850,2849,4,398,170
2853,2852,1,807,195
2863,2862,1,633,171
2869,2868,4,605,21
2876,2875,1,142,194
2878,2877,2,834,69
2890,2889,2,175,110
2893,2892,3,321,139
2894,2893,1,530,161
2901,2900,2,380,4
2909,2908,1,531,116
2911,2910,3,103,29
2915,2914,1,363,49
2929,2928,3,434,140
2931,2930,1,800,44
2934,2933,1,292,171
2936,2935,1,54,53
2937,2936,1,180,42
2938,2937,2,747,31
2939,2938,1,267,64
2942,2941,1,501,178
2948,2947,1,729,44
2950,2949,2,737,111
2952,2951,2,295,185
2955,2954,1,96,88
2974,2973,2,619,143
2977,2976,2,298,130
2981,2980,3,43,51
2983,2982,3,1051,75
2988,2987,1,253,9
2997,2996,1,436,140
3006,3005,1,160,103
3011,3010,1,176,43
3021,3020,4,568,46
3038,3037,2,9,139
3039,3038,1,804,165
3045,3044,2,20,87
3049,3048,1,698,34
3052,3051,1,71,61
3055,3054,2,1458,177
3059,3058,3,302,39
3064,3063,1,84,108
3065,3064,2,664,75
3071,3070,3,647,152
3073,3072,1,762,11
3081,3080,3,95,78
3086,3085,1,230,194
3095,3094,2,229,137
3099,3098,1,1039,23
3104,3103,1,702,185
3111,3110,2,165,155
3115,3114,1,55,171
3118,3117,1,521,137
3120,3119,2,578,98
3122,3121,2,492,66
3123,3122,2,729,86
3124,3123,1,16,177
3126,3125,1,1529,192
3128,3127,1,41,34
3137,3136,1,258,84
3139,3138,5,130,133
3143,3142,1,59,140
3145,3144,21,0,182
3149,3148,2,360,145
3150,3149,1,263,76
3161,3160,1,497,189
3164,3163,1,365,3
3167,3166,2,64,153
3168,3167,2,339,168
3171,3170,1,65,27
3186,3185,2,381,178
3192,3191,1,414,92
3203,3202,1,272,73
3205,3204,1,9,144
3228,3227,1,365,167
3243,3242,1,1048,69
3250,3249,2,3,165
3252,3251,1,58,89
3254,3253,1,288,163
3260,3259,1,657,137
3264,3263,2,643,79
3265,3264,2,1387,177
3267,3266,1,563,31
3271,3270,1,770,3
3273,3272,1,109,41
3279,3278,1,100,79
3289,3288,3,5,186
3292,3291,2,344,135
3296,3295,1,249,82
3297,3296,1,203,22
3312,3311,2,193,174
3314,3313,1,356,183
3320,3319,1,265,30
3323,3322,1,128,170
3325,3324,1,358,195
3341,3340,2,829,92
3346,3345,1,165,31
3348,3347,3,186,61
3361,3360,1,263,35
3362,3361,3,387,104
3371,3370,1,245,175
3372,3371,1,973,92
3382,3381,4,102,147
3392,3391,1,345,146
3401,3400,2,419,60
3405,3404,1,166,83
3409,3408,2,664,171
3415,3414,1,191,58
3422,3421,1,293,161
3426,3425,2,393,145
3429,3428,1,32,128
3432,3431,2,492,14
3433,3432,1,318,44
3450,3449,1,606,192
3453,3452,1,157,25
3457,3456,1,89,136
3469,3468,3,524,161
3476,3475,1,988,95
3492,3491,1,364,115
3500,3499,3,395,122
3513,3512,1,820,71
3517,3516,1,470,41
3526,3525,4,207,103
3530,3529,1,159,108
3538,3537,3,820,195
3543,3542,1,202,159
3545,3544,2,289,14
3547,3546,1,519,4
3549,3548,2,326,144
3556,3555,2,614,122
3557,3556,1,293,67
3565,3564,1,683,86
3568,3567,1,140,9
3573,3572,2,81,78
3582,3581,2,626,41
3589,3588,2,135,55
3593,3592,2,810,79
3596,3595,1,233,31
3597,3596,2,280,195
3607,3606,1,249,185
3611,3610,2,318,86
3612,3611,1,382,84
3615,3614,1,44,107
3618,3617,1,147,121
3622,3621,1,711,147
3626,3625,2,613,184
3631,3630,5,178,89
3633,3632,1,93,126
3634,3633,2,43,81
3646,3645,2,108,133
3648,3647,1,84,15
3651,3650,2,433,84
3661,3660,2,127,83
3668,3667,1,1010,192
3671,3670,2,475,19
3675,3674,1,19,170
3677,3676,4,177,55
3682,3681,2,64,146
3688,3687,2,103,143
3690,3689,2,407,169
3691,3690,2,423,70
3692,3691,2,750,44
3694,3693,2,146,142
3710,3709,2,603,191
3719,3718,3,147,130
3722,3721,2,488,126
3725,3724,1,991,79
3726,3725,1,183,6
3735,3734,2,688,69
3737,3736,2,503,130
3741,3740,4,149,88
3747,3746,1,16,75
3749,3748,2,346,118
3759,3758,2,153,96
3761,3760,1,177,153
3767,3766,2,585,27
3770,3769,1,345,191
3800,3799,3,150,55
3801,3800,1,314,149
3802,3801,1,82,77
3808,3807,1,490,17
3815,3814,1,39,173
3816,3815,1,28,175
3819,3818,2,96,25
3823,3822,1,418,107
3825,3824,1,1029,157
3828,3827,2,467,79
3843,3842,1,584,154
3848,3847,2,654,79
3851,3850,1,321,112
3861,3860,5,5,14
3862,3861,1,547,21
3867,3866,5,771,23
3869,3868,1,430,180
3871,3870,1,381,112
3872,3871,2,660,79
3879,3878,1,234,119
3890,3889,1,478,183
3899,3898,133,0,182
3902,3901,2,828,116
3904,3903,2,1347,137
3912,3911,3,705,192
3918,3917,1,555,70
3920,3919,1,1341,177
3923,3922,1,411,131
3926,3925,1,11,175
3934,3933,1,53,41
3937,3936,2,77,50
3938,3937,1,290,72
3939,3938,2,865,137
3944,3943,2,816,79
3945,3944,2,265,43
3946,3945,1,121,56
3947,3946,1,75,88
3951,3950,1,178,64
3962,3961,1,9,193
3963,3962,2,84,57
3964,3963,2,154,116
3968,3967,2,206,25
3973,3972,2,442,120
3978,3977,1,301,10
3983,3982,2,522,43
3996,3995,2,221,126
4009,4008,1,484,169
4016,4015,1,8,88
4023,4022,1,703,184
4024,4023,1,244,192
4034,4033,1,666,135
4036,4035,1,221,139
4037,4036,2,64,191
4040,4039,1,455,23
4046,4045,1,203,151
4050,4049,2,424,32
4051,4050,1,33,41
4055,4054,2,880,165
4057,4056,1,109,26
4059,4058,1,685,126
4066,4065,2,395,111
4070,4069,1,248,96
4071,4070,1,16,171
4076,4075,1,711,25
4091,4090,1,224,143
4098,4097,1,980,10
4103,4102,1,496,99
4104,4103,1,852,161
4109,4108,1,380,126
4114,4113,1,246,175
4119,4118,1,366,183
4120,4119,4,435,145
4124,4123,2,246,165
4131,4130,2,340,3
4135,4134,3,79,1
4136,4135,1,58,81
4138,4137,2,603,180
4141,4140,126,0,182
4142,4141,1,479,121
4143,4142,1,13,140
4153,4152,1,197,27
4157,4156,1,970,79
4159,4158,2,508,112
4160,4159,2,623,137
4168,4167,344,0,182
4172,4171,1,56,128
4206,4205,1,26,29
4211,4210,1,324,23
4213,4212,1,634,44
4214,4213,2,165,6
4221,4220,1,360,61
4222,4221,1,230,164
4226,4225,2,288,146
4240,4239,1,410,116
4245,4244,2,108,64
4247,4246,2,443,82
4249,4248,2,11,133
4263,4262,2,82,112
4270,4269,1,613,143
4273,4272,1,143,169
4279,4278,1,1153,31
4281,4280,1,35,168
4286,4285,1,109,45
4290,4289,2,379,125
4291,4290,1,292,183
4296,4295,1,66,149
4298,4297,3,302,86
4299,4298,3,1176,75
4316,4315,2,491,5
4317,4316,2,320,145
4323,4322,1,92,19
4324,4323,3,92,50
4326,4325,225,0,182
4327,4326,1,281,75
4333,4332,2,101,45
4336,4335,1,302,128
4337,4336,1,207,3
4350,4349,2,16,128
4352,4351,3,372,194
4363,4362,1,625,192
4371,4370,1,73,20
4384,4383,2,5,13
4389,4388,3,109,137
4404,4403,2,252,42
4407,4406,1,184,11
4409,4408,1,290,10
4411,4410,2,186,22
4412,4411,1,207,167
4417,4416,2,788,132
4441,4440,1,264,4
4450,4449,1,558,10
4453,4452,2,246,133
4457,4456,1,894,79
4458,4457,1,413,43
4459,4458,2,36,147
4471,4470,2,235,193
4476,4475,3,100,190
4481,4480,3,477,136
4491,4490,2,349,124
4496,4495,1,730,56
4500,4499,1,393,61
4508,4507,2,24,46
4509,4508,1,338,111
4513,4512,2,286,185
4514,4513,2,5,120
4517,4516,1,10,81
4519,4518,1,555,185
4527,4526,1,586,127
4535,4534,1,268,179
4539,4538,1,196,195
4548,4547,1,215,71
4550,4549,2,512,126
4554,4553,3,403,135
4556,4555,1,151,171
4560,4559,2,340,15
4561,4560,1,56,65
4567,4566,1,1341,75
4570,4569,2,409,86
4572,4571,3,129,75
4576,4575,3,370,112
4578,4577,4,291,43
4579,4578,1,287,26
4585,4584,1,690,79
4586,4585,2,123,153
4587,4586,4,962,161
4590,4589,1,118,66
4592,4591,2,422,75
4593,4592,2,268,159
4604,4603,1,340,189
4607,4606,1,393,137
4610,4609,1,152,168
4612,4611,118,0,182
4627,4626,1,263,95
4631,4630,4,405,55
4636,4635,1,1710,177
4653,4652,1,698,121
4662,4661,2,64,73
4668,4667,1,277,124
4669,4668,2,355,79
4675,4674,2,66,161
4677,4676,2,129,195
4681,4680,2,252,69
4686,4685,2,230,49
4695,4694,1,72,81
4697,4696,3,622,86
4701,4700,1,527,137
4703,4702,2,579,55
4704,4703,2,376,140
4722,4721,2,549,11
4727,4726,1,190,93
4734,4733,1,132,133
4737,4736,1,342,180
4738,4737,2,250,112
4741,4740,2,508,94
4742,4741,4,620,180
4752,4751,2,16,65
4755,4754,2,475,128
4756,4755,2,252,58
4759,4758,1,87,82
4760,4759,2,611,75
4763,4762,3,245,25
4764,4763,1,60,165
4768,4767,2,282,146
4775,4774,3,80,154
4778,4777,1,582,119
4782,4781,1,414,44
4788,4787,4,802,25
4799,4798,1,626,120
4803,4802,329,0,182
4809,4808,2,145,81
4813,4812,3,631,11
4814,4813,1,512,51
4815,4814,1,585,174
4818,4817,1,254,33
4820,4819,1,77,44
4823,4822,2,319,66
4830,4829,1,173,186
4833,4832,2,683,95
4834,4833,1,336,12
4838,4837,3,804,16
4848,4847,4,969,16
4849,4848,2,259,61
4854,4853,2,413,192
4858,4857,4,752,122
4859,4858,1,327,153
4862,4861,2,530,181
4869,4868,1,330,125
4883,4882,1,904,137
4889,4888,1,33,26
4890,4889,2,473,27
4896,4895,2,215,17
4898,4897,1,193,29
4899,4898,3,78,63
4904,4903,3,43,121
4910,4909,2,485,107
4914,4913,2,497,135
4920,4919,2,189,105
4923,4922,3,35,111
4935,4934,1,330,4
4938,4937,1,171,73
4941,4940,2,788,174
4958,4957,2,414,86
4961,4960,2,209,79
4967,4966,2,1118,177
4970,4969,2,17,188
4974,4973,1,909,165
4976,4975,1,231,11
4978,4977,3,253,48
4990,4989,3,232,90
4996,4995,1,76,7
5008,5007,3,53,61
5015,5014,1,354,69
5028,5027,2,1309,95
5037,5036,1,510,161
5053,5052,2,37,122
5063,5062,2,505,177
5065,5064,1,87,185
5068,5067,2,877,177
5070,5069,2,40,92
5076,5075,1,300,145
5080,5079,1,278,7
5087,5086,2,7,48
5088,5087,2,139,148
5097,5096,1,19,172
5099,5098,1,811,161
5100,5099,2,294,8
5105,5104,2,559,75
5112,5111,1,128,98
5128,5127,1,206,173
5134,5133,2,766,147
5135,5134,1,197,127
5139,5138,2,237,56
5142,5141,2,498,145
5145,5144,2,144,91
5146,5145,1,261,174
5149,5148,2,282,191
5150,5149,4,168,177
5155,5154,2,193,23
5157,5156,1,594,186
5166,5165,1,762,3
5174,5173,1,115,13
5178,5177,1,510,67
5179,5178,1,980,69
5183,5182,2,640,95
5185,5184,2,9,121
5198,5197,2,347,69
5201,5200,2,1289,192
5210,5209,1,791,172
5211,5210,1,141,21
5218,5217,2,151,65
5232,5231,2,222,36
5245,5244,1,765,119
5251,5250,1,99,7
5254,5253,1,139,177
5255,5254,2,94,135
5257,5256,1,477,192
5269,5268,1,950,10
5272,5271,2,41,90
5274,5273,2,437,152
5277,5276,1,98,110
5279,5278,1,239,173
5326,5325,1,441,148
5332,5331,2,461,66
5334,5333,1,261,160
5335,5334,2,281,65
5341,5340,2,636,71
5345,5344,2,860,195
5348,5347,2,211,100
5353,5352,1,327,146
5356,5355,1,118,54
5357,5356,1,365,135
5369,5368,1,428,92
5375,5374,4,574,120
5391,5390,2,271,54
5395,5394,2,316,183
5405,5404,2,109,22
5414,5413,1,589,172
5424,5423,1,158,11
5431,5430,2,510,73
5433,5432,3,963,161
5434,5433,4,310,27
5440,5439,1,332,88
5446,5445,2,71,43
5447,5446,2,550,80
5455,5454,1,437,85
5457,5456,1,29,31
5458,5457,1,256,154
5460,5459,1,580,177
5463,5462,4,1385,177
5470,5469,1,289,17
5472,5471,1,139,36
5482,5481,1,160,60
5486,5485,2,395,104
5488,5487,3,671,71
5497,5496,1,558,69
5498,5497,2,198,126
5510,5509,1,89,132
5520,5519,2,378,103
5530,5529,1,320,137
5531,5530,1,101,155
5533,5532,1,198,139
5535,5534,2,639,168
5539,5538,1,266,111
5544,5543,1,511,49
5547,5546,2,417,43
5548,5547,2,469,116
5551,5550,1,71,87
5554,5553,2,387,56
5556,5555,2,612,171
5564,5563,1,804,126
5569,5568,1,169,195
5576,5575,1,435,67
5585,5584,2,243,186
5586,5585,2,495,92
5588,5587,1,404,178
5589,5588,1,175,188
5595,5594,1,298,30
5598,5597,1,599,143
5602,5601,2,114,148
5604,5603,1,197,172
5615,5614,1,548,194
5619,5618,2,130,134
5634,5633,2,185,122
5640,5639,1,1583,177
5652,5651,3,384,46
5654,5653,2,294,171
5657,5656,2,398,165
5659,5658,2,204,158
5667,5666,1,441,19
5671,5670,3,44,79
5675,5674,3,234,19
5676,5675,4,353,145
5687,5686,1,186,147
5688,5687,2,70,162
5691,5690,1,142,46
5697,5696,2,110,140
5698,5697,1,131,152
5701,5700,2,463,81
5706,5705,2,124,80
5720,5719,2,1361,75
5723,5722,1,327,191
5726,5725,1,596,8
5739,5738,3,419,175
5741,5740,1,155,186
5746,5745,1,189,149
5752,5751,1,244,24
5760,5759,1,1071,177
5769,5768,2,750,56
5770,5769,1,518,17
5772,5771,1,12,151
5785,5784,1,123,67
5786,5785,2,406,8
5790,5789,1,699,92
5792,5791,1,1037,95
5794,5793,2,226,137
5798,5797,2,473,127
5801,5800,2,257,136
5802,5801,3,93,55
5803,5802,1,55,96
5805,5804,1,463,112
5806,5805,1,195,48
5833,5832,2,1107,177
5841,5840,1,280,190
5844,5843,2,132,93
5849,5848,2,57,79
5856,5855,1,455,178
5859,5858,1,61,185
5860,5859,1,765,131
5865,5864,1,333,165
5872,5871,3,176,5
5875,5874,2,121,194
5880,5879,2,165,173
5894,5893,1,303,163
5895,5894,2,123,180
5897,5896,3,294,150
5898,5897,1,81,160
5899,5898,4,211,113
5909,5908,2,575,131
5914,5913,2,489,66
5932,5931,2,217,103
5939,5938,1,596,75
5949,5948,1,553,191
5963,5962,1,25,112
5964,5963,3,208,184
5965,5964,161,0,111
5972,5971,1,200,100
5978,5977,1,114,36
5980,5979,2,425,140
