index_one,index_zero,p_id,hh_id,cbg_id
297196,297195,37830,0,0
297197,297196,37831,0,0
297198,297197,37832,0,0
297199,297198,37833,0,0
297200,297199,37834,0,0
297201,297200,37835,0,0
297202,297201,37836,0,0
297203,297202,37837,0,0
297204,297203,37838,0,0
297205,297204,37839,0,0
297206,297205,37840,0,0
297207,297206,37841,0,0
297208,297207,37842,0,0
297209,297208,37843,0,0
297210,297209,37844,0,0
297211,297210,37845,0,0
297212,297211,37846,0,0
297213,297212,37847,0,0
297214,297213,37848,0,0
297215,297214,37849,0,0
297216,297215,37850,0,0
297217,297216,37851,0,0
297218,297217,37852,0,0
297219,297218,37853,0,0
297220,297219,37854,0,0
297221,297220,37855,0,0
297222,297221,37856,0,0
297223,297222,37857,0,0
297224,297223,37858,0,0
297225,297224,37859,0,0
297226,297225,37860,0,0
297227,297226,37861,0,0
297228,297227,37862,0,0
297229,297228,37863,0,0
297230,297229,37864,0,0
297231,297230,37865,0,0
297232,297231,37866,0,0
297233,297232,37867,0,0
297234,297233,37868,0,0
297235,297234,37869,0,0
297236,297235,37870,0,0
297237,297236,37871,0,0
297238,297237,37872,0,0
297239,297238,37873,0,0
297240,297239,37874,0,0
297241,297240,37875,0,0
297242,297241,37876,0,0
297243,297242,37877,0,0
297244,297243,37878,0,0
297245,297244,37879,0,0
297246,297245,37880,0,0
297247,297246,37881,0,0
297248,297247,37882,0,0
297249,297248,37883,0,0
297250,297249,37884,0,0
297251,297250,37885,0,0
297252,297251,37886,0,0
297253,297252,37887,0,0
297254,297253,37888,0,0
297255,297254,37889,0,0
297256,297255,37890,0,0
297257,297256,37891,0,0
297258,297257,37892,0,0
297259,297258,37893,0,0
297260,297259,37894,0,0
297261,297260,37895,0,0
297262,297261,37896,0,0
297263,297262,37897,0,0
297264,297263,37898,0,0
297265,297264,37899,0,0
297266,297265,37900,0,0
297267,297266,37901,0,0
297268,297267,37902,0,0
297269,297268,37903,0,0
297270,297269,37904,0,0
297271,297270,37905,0,0
297272,297271,37906,0,0
297273,297272,37907,0,0
297274,297273,37908,0,0
297275,297274,37909,0,0
297276,297275,37910,0,0
297277,297276,37911,0,0
297278,297277,37912,0,0
297279,297278,37913,0,0
297280,297279,37914,0,0
297281,297280,37915,0,0
297282,297281,37916,0,0
297283,297282,37917,0,0
297284,297283,37918,0,0
297285,297284,37919,0,0
297286,297285,37920,0,0
297287,297286,37921,0,0
297288,297287,37922,0,0
297289,297288,37923,0,0
297290,297289,37924,0,0
297291,297290,37925,0,0
297292,297291,37926,0,0
297293,297292,37927,0,0
297294,297293,37928,0,0
297295,297294,37929,0,0
297296,297295,37930,0,0
297297,297296,37931,0,0
297298,297297,37932,0,0
297299,297298,37933,0,0
297300,297299,37934,0,0
297301,297300,37935,0,0
297302,297301,37936,0,0
297303,297302,37937,0,0
297304,297303,37938,0,0
297305,297304,37939,0,0
297306,297305,37940,0,0
297307,297306,37941,0,0
297308,297307,37942,0,0
297309,297308,37943,0,0
297310,297309,37944,0,0
297311,297310,37945,0,0
297312,297311,37946,0,0
297313,297312,37947,0,0
297314,297313,37948,0,0
297315,297314,37949,0,0
297316,297315,37950,0,0
297317,297316,37951,0,0
297318,297317,37952,0,0
297319,297318,37953,0,0
297320,297319,37954,0,0
297321,297320,37955,0,0
297322,297321,37956,0,0
297323,297322,37957,0,0
297324,297323,37958,0,0
297325,297324,37959,0,0
297326,297325,37960,0,0
297327,297326,37961,0,0
297328,297327,37962,0,0
297329,297328,37963,0,0
297330,297329,37964,0,0
297331,297330,37965,0,0
297332,297331,37966,0,0
297333,297332,37967,0,0
297334,297333,37968,0,0
297335,297334,37969,0,0
297336,297335,37970,0,0
297337,297336,37971,0,0
297338,297337,37972,0,0
297339,297338,37973,0,0
297340,297339,37974,0,0
297341,297340,37975,0,0
297342,297341,37976,0,0
297343,297342,37977,0,0
297344,297343,37978,0,0
297345,297344,37979,0,0
297346,297345,37980,0,0
297347,297346,37981,0,0
297348,297347,37982,0,0
297349,297348,37983,0,0
297350,297349,37984,0,0
297351,297350,37985,0,0
297352,297351,37986,0,0
297353,297352,37987,0,0
297354,297353,37988,0,0
297355,297354,37989,0,0
297356,297355,37990,0,0
297357,297356,37991,0,0
297358,297357,37992,0,0
297359,297358,37993,0,0
297360,297359,37994,0,0
297361,297360,37995,0,0
297362,297361,37996,0,0
297363,297362,37997,0,0
297364,297363,37998,0,0
297365,297364,37999,0,0
297366,297365,38000,0,0
297367,297366,38001,0,0
297368,297367,38002,0,0
297369,297368,38003,0,0
297370,297369,38004,0,0
297371,297370,38005,0,0
297372,297371,38006,0,0
297373,297372,38007,0,0
297374,297373,38008,0,0
297375,297374,38009,0,0
297376,297375,38010,0,0
297377,297376,38011,0,0
297378,297377,38012,0,0
297379,297378,38013,0,0
297380,297379,38014,0,0
297381,297380,38015,0,0
297382,297381,38016,0,0
297383,297382,38017,0,0
297384,297383,38018,0,0
297385,297384,38019,0,0
297386,297385,38020,0,0
297387,297386,38021,0,0
297388,297387,38022,0,0
297389,297388,38023,0,0
297390,297389,38024,0,0
297391,297390,38025,0,0
297392,297391,38026,0,0
297393,297392,38027,0,0
297394,297393,38028,0,0
297395,297394,38029,0,0
297396,297395,38030,0,0
297397,297396,38031,0,0
297398,297397,38032,0,0
297399,297398,38033,0,0
297400,297399,38034,0,0
297401,297400,38035,0,0
297402,297401,38036,0,0
297403,297402,38037,0,0
297404,297403,38038,0,0
297405,297404,38039,0,0
297406,297405,38040,0,0
297407,297406,38041,0,0
297408,297407,38042,0,0
297409,297408,38043,0,0
297410,297409,38044,0,0
297411,297410,38045,0,0
297412,297411,38046,0,0
297413,297412,38047,0,0
297414,297413,38048,0,0
297415,297414,38049,0,0
297416,297415,38050,0,0
297417,297416,38051,0,0
297418,297417,38052,0,0
297419,297418,38053,0,0
297420,297419,38054,0,0
297421,297420,38055,0,0
297422,297421,38056,0,0
297423,297422,38057,0,0
297424,297423,38058,0,0
297425,297424,38059,0,0
297426,297425,38060,0,0
297427,297426,38061,0,0
297428,297427,38062,0,0
297429,297428,38063,0,0
297430,297429,38064,0,0
297431,297430,38065,0,0
297432,297431,38066,0,0
297433,297432,38067,0,0
297434,297433,38068,0,0
297435,297434,38069,0,0
297436,297435,38070,0,0
297437,297436,38071,0,0
297438,297437,38072,0,0
297439,297438,38073,0,0
297440,297439,38074,0,0
297441,297440,38075,0,0
297442,297441,38076,0,0
297443,297442,38077,0,0
297444,297443,38078,0,0
297445,297444,38079,0,0
297446,297445,38080,0,0
297447,297446,38081,0,0
297448,297447,38082,0,0
297449,297448,38083,0,0
297450,297449,38084,0,0
297451,297450,38085,0,0
297452,297451,38086,0,0
297453,297452,38087,0,0
297454,297453,38088,0,0
297455,297454,38089,0,0
297456,297455,38090,0,0
297457,297456,38091,0,0
297458,297457,38092,0,0
297459,297458,38093,0,0
297460,297459,38094,0,0
297461,297460,38095,0,0
297462,297461,38096,0,0
297463,297462,38097,0,0
297464,297463,38098,0,0
297465,297464,38099,0,0
297466,297465,38100,0,0
297467,297466,38101,0,0
297468,297467,38102,0,0
297469,297468,38103,0,0
297470,297469,38104,0,0
297471,297470,38105,0,0
297472,297471,38106,0,0
297473,297472,38107,0,0
297474,297473,38108,0,0
297475,297474,38109,0,0
297476,297475,38110,0,0
297477,297476,38111,0,0
297478,297477,38112,0,0
297479,297478,38113,0,0
297480,297479,38114,0,0
297481,297480,38115,0,0
297482,297481,38116,0,0
297483,297482,38117,0,0
297484,297483,38118,0,0
297485,297484,38119,0,0
297486,297485,38120,0,0
297487,297486,38121,0,0
297488,297487,38122,0,0
297489,297488,38123,0,0
297490,297489,38124,0,0
297491,297490,38125,0,0
297492,297491,38126,0,0
297493,297492,38127,0,0
297494,297493,38128,0,0
297495,297494,38129,0,0
297496,297495,38130,0,0
297497,297496,38131,0,0
297498,297497,38132,0,0
297499,297498,38133,0,0
297500,297499,38134,0,0
297501,297500,38135,0,0
297502,297501,38136,0,0
297503,297502,38137,0,0
297504,297503,38138,0,0
297505,297504,38139,0,0
297506,297505,38140,0,0
297507,297506,38141,0,0
297508,297507,38142,0,0
297509,297508,38143,0,0
297510,297509,38144,0,0
297511,297510,38145,0,0
297512,297511,38146,0,0
297513,297512,38147,0,0
297514,297513,38148,0,0
297515,297514,38149,0,0
297516,297515,38150,0,0
297517,297516,38151,0,0
297518,297517,38152,0,0
297519,297518,38153,0,0
297520,297519,38154,0,0
297521,297520,38155,0,0
297522,297521,38156,0,0
297523,297522,38157,0,0
297524,297523,38158,0,0
297525,297524,38159,0,0
297526,297525,38160,0,0
297527,297526,38161,0,0
297528,297527,38162,0,0
297529,297528,38163,0,0
297530,297529,38164,0,0
297531,297530,38165,0,0
297532,297531,38166,0,0
297533,297532,38167,0,0
297534,297533,38168,0,0
297535,297534,38169,0,0
297536,297535,38170,0,0
297537,297536,38171,0,0
297538,297537,38172,0,0
297539,297538,38173,0,0
297540,297539,38174,0,0
297541,297540,38175,0,0
297542,297541,38176,0,0
297543,297542,38177,0,0
297544,297543,38178,0,0
297545,297544,38179,0,0
297546,297545,38180,0,0
297547,297546,38181,0,0
297548,297547,38182,0,0
297549,297548,38183,0,0
297550,297549,38184,0,0
297551,297550,38185,0,0
297552,297551,38186,0,0
297553,297552,38187,0,0
297554,297553,38188,0,0
297555,297554,38189,0,0
297556,297555,38190,0,0
297557,297556,38191,0,0
297558,297557,38192,0,0
297559,297558,38193,0,0
297560,297559,38194,0,0
297561,297560,38195,0,0
297562,297561,38196,0,0
297563,297562,38197,0,0
297564,297563,38198,0,0
297565,297564,38199,0,0
297566,297565,38200,0,0
297567,297566,38201,0,0
297568,297567,38202,0,0
297569,297568,38203,0,0
297570,297569,38204,0,0
297571,297570,38205,0,0
297572,297571,38206,0,0
297573,297572,38207,0,0
297574,297573,38208,0,0
297575,297574,38209,0,0
297576,297575,38210,0,0
297577,297576,38211,0,0
297578,297577,38212,0,0
297579,297578,38213,0,0
297580,297579,38214,0,0
297581,297580,38215,0,0
297582,297581,38216,0,0
297583,297582,38217,0,0
297584,297583,38218,0,0
297585,297584,38219,0,0
297586,297585,38220,0,0
297587,297586,38221,0,0
297588,297587,38222,0,0
297589,297588,38223,0,0
297590,297589,38224,0,0
297591,297590,38225,0,0
297592,297591,38226,0,0
297593,297592,38227,0,0
297594,297593,38228,0,0
297595,297594,38229,0,0
297596,297595,38230,0,0
297597,297596,38231,0,0
297598,297597,38232,0,0
297599,297598,38233,0,0
297600,297599,38234,0,0
297601,297600,38235,0,0
297602,297601,38236,0,0
297603,297602,38237,0,0
297604,297603,38238,0,0
297605,297604,38239,0,0
297606,297605,38240,0,0
297607,297606,38241,0,0
297608,297607,38242,0,0
297609,297608,38243,0,0
297610,297609,38244,0,0
297611,297610,38245,0,0
297612,297611,38246,0,0
297613,297612,38247,0,0
297614,297613,38248,0,0
297615,297614,38249,0,0
297616,297615,38250,0,0
297617,297616,38251,0,0
297618,297617,38252,0,0
297619,297618,38253,0,0
297620,297619,38254,0,0
297621,297620,38255,0,0
297622,297621,38256,0,0
297623,297622,38257,0,0
297624,297623,38258,0,0
297625,297624,38259,0,0
297626,297625,38260,0,0
297627,297626,38261,0,0
297628,297627,38262,0,0
297629,297628,38263,0,0
297630,297629,38264,0,0
297631,297630,38265,0,0
297632,297631,38266,0,0
297633,297632,38267,0,0
297634,297633,38268,0,0
297635,297634,38269,0,0
297636,297635,38270,0,0
297637,297636,38271,0,0
297638,297637,38272,0,0
297639,297638,38273,0,0
297640,297639,38274,0,0
297641,297640,38275,0,0
297642,297641,38276,0,0
297643,297642,38277,0,0
297644,297643,38278,0,0
297645,297644,38279,0,0
297646,297645,38280,0,0
297647,297646,38281,0,0
297648,297647,38282,0,0
297649,297648,38283,0,0
297650,297649,38284,0,0
297651,297650,38285,0,0
297652,297651,38286,0,0
297653,297652,38287,0,0
297654,297653,38288,0,0
297655,297654,38289,0,0
297656,297655,38290,0,0
297657,297656,38291,0,0
297658,297657,38292,0,0
297659,297658,38293,0,0
297660,297659,38294,0,0
297661,297660,38295,0,0
297662,297661,38296,0,0
297663,297662,38297,0,0
297664,297663,38298,0,0
297665,297664,38299,0,0
297666,297665,38300,0,0
297667,297666,38301,0,0
297668,297667,38302,0,0
297669,297668,38303,0,0
297670,297669,38304,0,0
297671,297670,38305,0,0
297672,297671,38306,0,0
297673,297672,38307,0,0
297674,297673,38308,0,0
297675,297674,38309,0,0
297676,297675,38310,0,0
297677,297676,38311,0,0
297678,297677,38312,0,0
297679,297678,38313,0,0
297680,297679,38314,0,0
297681,297680,38315,0,0
297682,297681,38316,0,0
297683,297682,38317,0,0
297684,297683,38318,0,0
297685,297684,38319,0,0
297686,297685,38320,0,0
297687,297686,38321,0,0
297688,297687,38322,0,0
297689,297688,38323,0,0
297690,297689,38324,0,0
297691,297690,38325,0,0
297692,297691,38326,0,0
297693,297692,38327,0,0
297694,297693,38328,0,0
297695,297694,38329,0,0
297696,297695,38330,0,0
297697,297696,38331,0,0
297698,297697,38332,0,0
297699,297698,38333,0,0
297700,297699,38334,0,0
297701,297700,38335,0,0
297702,297701,38336,0,0
297703,297702,38337,0,0
297704,297703,38338,0,0
297705,297704,38339,0,0
297706,297705,38340,0,0
297707,297706,38341,0,0
297708,297707,38342,0,0
297709,297708,38343,0,0
297710,297709,38344,0,0
297711,297710,38345,0,0
297712,297711,38346,0,0
297713,297712,38347,0,0
297714,297713,38348,0,0
297715,297714,38349,0,0
297716,297715,38350,0,0
297717,297716,38351,0,0
297718,297717,38352,0,0
297719,297718,38353,0,0
297720,297719,38354,0,0
297721,297720,38355,0,0
297722,297721,38356,0,0
297723,297722,38357,0,0
297724,297723,38358,0,0
297725,297724,38359,0,0
297726,297725,38360,0,0
297727,297726,38361,0,0
297728,297727,38362,0,0
297729,297728,38363,0,0
297730,297729,38364,0,0
297731,297730,38365,0,0
297732,297731,38366,0,0
297733,297732,38367,0,0
297734,297733,38368,0,0
297735,297734,38369,0,0
297736,297735,38370,0,0
297737,297736,38371,0,0
297738,297737,38372,0,0
297739,297738,38373,0,0
297740,297739,38374,0,0
297741,297740,38375,0,0
297742,297741,38376,0,0
297743,297742,38377,0,0
297744,297743,38378,0,0
297745,297744,38379,0,0
297746,297745,38380,0,0
297747,297746,38381,0,0
297748,297747,38382,0,0
297749,297748,38383,0,0
297750,297749,38384,0,0
297751,297750,38385,0,0
297752,297751,38386,0,0
297753,297752,38387,0,0
297754,297753,38388,0,0
297755,297754,38389,0,0
297756,297755,38390,0,0
297757,297756,38391,0,0
297758,297757,38392,0,0
297759,297758,38393,0,0
297760,297759,38394,0,0
297761,297760,38395,0,0
297762,297761,38396,0,0
297763,297762,38397,0,0
297764,297763,38398,0,0
297765,297764,38399,0,0
297766,297765,38400,0,0
297767,297766,38401,0,0
297768,297767,38402,0,0
297769,297768,38403,0,0
297770,297769,38404,0,0
297771,297770,38405,0,0
297772,297771,38406,0,0
297773,297772,38407,0,0
297774,297773,38408,0,0
297775,297774,38409,0,0
297776,297775,38410,0,0
297777,297776,38411,0,0
297778,297777,38412,0,0
297779,297778,38413,0,0
297780,297779,38414,0,0
297781,297780,38415,0,0
297782,297781,38416,0,0
297783,297782,38417,0,0
297784,297783,38418,0,0
297785,297784,38419,0,0
297786,297785,38420,0,0
297787,297786,38421,0,0
297788,297787,38422,0,0
297789,297788,38423,0,0
297790,297789,38424,0,0
297791,297790,38425,0,0
297792,297791,38426,0,0
297793,297792,38427,0,0
297794,297793,38428,0,0
297795,297794,38429,0,0
297796,297795,38430,0,0
297797,297796,38431,0,0
297798,297797,38432,0,0
297799,297798,38433,0,0
297800,297799,38434,0,0
297801,297800,38435,0,0
297802,297801,38436,0,0
297803,297802,38437,0,0
297804,297803,38438,0,0
297805,297804,38439,0,0
297806,297805,38440,0,0
297807,297806,38441,0,0
297808,297807,38442,0,0
297809,297808,38443,0,0
297810,297809,38444,0,0
297811,297810,38445,0,0
297812,297811,38446,0,0
297813,297812,38447,0,0
297814,297813,38448,0,0
297815,297814,38449,0,0
297816,297815,38450,0,0
297817,297816,38451,0,0
297818,297817,38452,0,0
297819,297818,38453,0,0
297820,297819,38454,0,0
297821,297820,38455,0,0
297822,297821,38456,0,0
297823,297822,38457,0,0
297824,297823,38458,0,0
297825,297824,38459,0,0
297826,297825,38460,0,0
297827,297826,38461,0,0
297828,297827,38462,0,0
297829,297828,38463,0,0
297830,297829,38464,0,0
297831,297830,38465,0,0
297832,297831,38466,0,0
297833,297832,38467,0,0
297834,297833,38468,0,0
297835,297834,38469,0,0
297836,297835,38470,0,0
297837,297836,38471,0,0
297838,297837,38472,0,0
297839,297838,38473,0,0
297840,297839,38474,0,0
297841,297840,38475,0,0
297842,297841,38476,0,0
297843,297842,38477,0,0
297844,297843,38478,0,0
297845,297844,38479,0,0
297846,297845,38480,0,0
297847,297846,38481,0,0
297848,297847,38482,0,0
297849,297848,38483,0,0
297850,297849,38484,0,0
297851,297850,38485,0,0
297852,297851,38486,0,0
297853,297852,38487,0,0
297854,297853,38488,0,0
297855,297854,38489,0,0
297856,297855,38490,0,0
297857,297856,38491,0,0
297858,297857,38492,0,0
297859,297858,38493,0,0
297860,297859,38494,0,0
297861,297860,38495,0,0
297862,297861,38496,0,0
297863,297862,38497,0,0
297864,297863,38498,0,0
297865,297864,38499,0,0
297866,297865,38500,0,0
297867,297866,38501,0,0
297868,297867,38502,0,0
297869,297868,38503,0,0
297870,297869,38504,0,0
297871,297870,38505,0,0
297872,297871,38506,0,0
297873,297872,38507,0,0
297874,297873,38508,0,0
297875,297874,38509,0,0
297876,297875,38510,0,0
297877,297876,38511,0,0
297878,297877,38512,0,0
297879,297878,38513,0,0
297880,297879,38514,0,0
297881,297880,38515,0,0
297882,297881,38516,0,0
297883,297882,38517,0,0
297884,297883,38518,0,0
297885,297884,38519,0,0
297886,297885,38520,0,0
297887,297886,38521,0,0
297888,297887,38522,0,0
297889,297888,38523,0,0
297890,297889,38524,0,0
297891,297890,38525,0,0
297892,297891,38526,0,0
297893,297892,38527,0,0
297894,297893,38528,0,0
297895,297894,38529,0,0
297896,297895,38530,0,0
297897,297896,38531,0,0
297898,297897,38532,0,0
297899,297898,38533,0,0
297900,297899,38534,0,0
297901,297900,38535,0,0
297902,297901,38536,0,0
297903,297902,38537,0,0
297904,297903,38538,0,0
297905,297904,38539,0,0
297906,297905,38540,0,0
297907,297906,38541,0,0
297908,297907,38542,0,0
297909,297908,38543,0,0
297910,297909,38544,0,0
297911,297910,38545,0,0
297912,297911,38546,0,0
297913,297912,38547,0,0
297914,297913,38548,0,0
297915,297914,38549,0,0
297916,297915,38550,0,0
297917,297916,38551,0,0
297918,297917,38552,0,0
297919,297918,38553,0,0
297920,297919,38554,0,0
297921,297920,38555,0,0
297922,297921,38556,0,0
297923,297922,38557,0,0
297924,297923,38558,0,0
297925,297924,38559,0,0
297926,297925,38560,0,0
297927,297926,38561,0,0
297928,297927,38562,0,0
297929,297928,38563,0,0
297930,297929,38564,0,0
297931,297930,38565,0,0
297932,297931,38566,0,0
297933,297932,38567,0,0
297934,297933,38568,0,0
297935,297934,38569,0,0
297936,297935,38570,0,0
297937,297936,38571,0,0
297938,297937,38572,0,0
297939,297938,38573,0,0
297940,297939,38574,0,0
297941,297940,38575,0,0
297942,297941,38576,0,0
297943,297942,38577,0,0
297944,297943,38578,0,0
297945,297944,38579,0,0
297946,297945,38580,0,0
297947,297946,38581,0,0
297948,297947,38582,0,0
297949,297948,38583,0,0
297950,297949,38584,0,0
297951,297950,38585,0,0
297952,297951,38586,0,0
297953,297952,38587,0,0
297954,297953,38588,0,0
297955,297954,38589,0,0
297956,297955,38590,0,0
297957,297956,38591,0,0
297958,297957,38592,0,0
297959,297958,38593,0,0
297960,297959,38594,0,0
297961,297960,38595,0,0
297962,297961,38596,0,0
297963,297962,38597,0,0
297964,297963,38598,0,0
297965,297964,38599,0,0
297966,297965,38600,0,0
297967,297966,38601,0,0
297968,297967,38602,0,0
297969,297968,38603,0,0
297970,297969,38604,0,0
297971,297970,38605,0,0
297972,297971,38606,0,0
297973,297972,38607,0,0
297974,297973,38608,0,0
297975,297974,38609,0,0
297976,297975,38610,0,0
297977,297976,38611,0,0
297978,297977,38612,0,0
297979,297978,38613,0,0
297980,297979,38614,0,0
297981,297980,38615,0,0
297982,297981,38616,0,0
297983,297982,38617,0,0
297984,297983,38618,0,0
297985,297984,38619,0,0
297986,297985,38620,0,0
297987,297986,38621,0,0
297988,297987,38622,0,0
297989,297988,38623,0,0
297990,297989,38624,0,0
297991,297990,38625,0,0
297992,297991,38626,0,0
297993,297992,38627,0,0
297994,297993,38628,0,0
297995,297994,38629,0,0
297996,297995,38630,0,0
297997,297996,38631,0,0
297998,297997,38632,0,0
297999,297998,38633,0,0
298000,297999,38634,0,0
298001,298000,38635,0,0
298002,298001,38636,0,0
298003,298002,38637,0,0
298004,298003,38638,0,0
298005,298004,38639,0,0
298006,298005,38640,0,0
298007,298006,38641,0,0
298008,298007,38642,0,0
298009,298008,38643,0,0
298010,298009,38644,0,0
298011,298010,38645,0,0
298012,298011,38646,0,0
298013,298012,38647,0,0
298014,298013,38648,0,0
298015,298014,38649,0,0
298016,298015,38650,0,0
298017,298016,38651,0,0
298018,298017,38652,0,0
298019,298018,38653,0,0
298020,298019,38654,0,0
298021,298020,38655,0,0
298022,298021,38656,0,0
298023,298022,38657,0,0
298024,298023,38658,0,0
298025,298024,38659,0,0
298026,298025,38660,0,0
298027,298026,38661,0,0
298028,298027,38662,0,0
298029,298028,38663,0,0
298030,298029,38664,0,0
298031,298030,38665,0,0
298032,298031,38666,0,0
298033,298032,38667,0,0
298034,298033,38668,0,0
298035,298034,38669,0,0
298036,298035,38670,0,0
298037,298036,38671,0,0
298038,298037,38672,0,0
298039,298038,38673,0,0
298040,298039,38674,0,0
298041,298040,38675,0,0
298042,298041,38676,0,0
298043,298042,38677,0,0
298044,298043,38678,0,0
298045,298044,38679,0,0
298046,298045,38680,0,0
298047,298046,38681,0,0
298048,298047,38682,0,0
